partner_id,partner_name,gene_name,uniprot_id,genbank_gene_id,genbank_protein_id,hgnc_id,organism,taxonomy_id
BE0000817,Glutathione peroxidase 2,GPX2,P18283,X53463,4902773,HGNC:4554,Humans,9606
BE0000818,Glutathione S-transferase theta-1,GSTT1,P30711,X79389,510905,HGNC:4641,Humans,9606
BE0000819,Maleylacetoacetate isomerase,GSTZ1,O43708,AJ001838,2832731,HGNC:4643,Humans,9606
BE0000820,Epididymal secretory glutathione peroxidase,GPX5,O75715,AJ005277,3288455,HGNC:4557,Humans,9606
BE0000821,Glutathione peroxidase 3,GPX3,P22352,D00632,2160390,HGNC:4555,Humans,9606
BE0000822,Formimidoyltransferase-cyclodeaminase,FTCD,O95954,AF169017,6537208,HGNC:3974,Humans,9606
BE0000823,Delta-1-pyrroline-5-carboxylate synthase,ALDH18A1,P54886,X94453,1304314,HGNC:9722,Humans,9606
BE0000824,Metabotropic glutamate receptor 1,GRM1,Q13255,U31215,945097,HGNC:4593,Humans,9606
BE0000825,"Glutaminase kidney isoform, mitochondrial",GLS,O94925,AF158555,5690372,HGNC:4331,Humans,9606
BE0000826,"Glutamate receptor ionotropic, kainate 2",GRIK2,Q13002,U16126,790532,HGNC:4580,Humans,9606
BE0000827,"Glutamate receptor ionotropic, kainate 4",GRIK4,Q16099,S67803,544590,HGNC:4582,Humans,9606
BE0000828,"Glutamate receptor ionotropic, kainate 5",GRIK5,Q16478,S40369,251840,HGNC:4583,Humans,9606
BE0000829,Glutamate receptor 2,GRIA2,P42262,L20814,493134,HGNC:4572,Humans,9606
BE0000830,Glutamate receptor 4,GRIA4,P48058,U16129,790538,HGNC:4574,Humans,9606
BE0000831,Glutamate receptor 3,GRIA3,P42263,U10302,507829,HGNC:4573,Humans,9606
BE0000832,"Glutamate receptor ionotropic, kainate 3",GRIK3,Q13003,U16127,790534,HGNC:4581,Humans,9606
BE0000833,Metabotropic glutamate receptor 4,GRM4,Q14833,X80818,1160183,HGNC:4596,Humans,9606
BE0000834,Metabotropic glutamate receptor 7,GRM7,Q14831,X94552,1370111,HGNC:4599,Humans,9606
BE0000835,Metabotropic glutamate receptor 8,GRM8,O00222,U92459,1935043,HGNC:4600,Humans,9606
BE0000836,Hydroxycarboxylic acid receptor 3,HCAR3,P49019,D10923,219867,HGNC:16824,Humans,9606
BE0000837,"Maltase-glucoamylase, intestinal",MGAM,O43451,AF016833,17648144,HGNC:7043,Humans,9606
BE0000838,Proto-oncogene tyrosine-protein kinase Src,SRC,P12931,AL133293,10635153,HGNC:11283,Humans,9606
BE0000839,Tyrosine-protein kinase Fyn,FYN,P06241,M14333,338228,HGNC:4037,Humans,9606
BE0000840,Tyrosine-protein kinase Yes,YES1,P07947,M15990,181268,HGNC:12841,Humans,9606
BE0000841,Ephrin type-A receptor 2,EPHA2,P29317,M59371,181944,HGNC:3386,Humans,9606
BE0000842,Tyrosine-protein kinase Lck,LCK,P06239,X05027,36808,HGNC:6524,Humans,9606
BE0000844,Oxytocin receptor,OXTR,P30559,X64878,34765,HGNC:8529,Humans,9606
BE0000845,Betaine--homocysteine S-methyltransferase 1,BHMT,Q93088,U50929,1522683,HGNC:1047,Humans,9606
BE0000846,T-lymphocyte activation antigen CD86,CD86,P42081,L25259,439839,HGNC:1705,Humans,9606
BE0000847,T-lymphocyte activation antigen CD80,CD80,P33681,M27533,306916,HGNC:1700,Humans,9606
BE0000848,Adrenocorticotropic hormone receptor,MC2R,Q01718,X65633,28344,HGNC:6930,Humans,9606
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,P43681,L35901,755648,HGNC:1958,Humans,9606
BE0000850,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,P17787,X53179,32017,HGNC:1962,Humans,9606
BE0000852,Platelet-derived growth factor receptor alpha,PDGFRA,P16234,M21574,189734,HGNC:8803,Humans,9606
BE0000853,Macrophage colony-stimulating factor 1 receptor,CSF1R,P07333,M25786,553224,HGNC:2433,Humans,9606
BE0000854,Dipeptidyl peptidase 4,DPP4,P27487,U13735,535388,HGNC:3009,Humans,9606
BE0000855,Complement C5,C5,P01031,M57729,179983,HGNC:1331,Humans,9606
BE0000856,Perilipin-3,PLIN3,O60664,AF057140,3095186,HGNC:16893,Humans,9606
BE0000857,Glucagon-like peptide 1 receptor,GLP1R,P43220,U01104,405082,HGNC:4324,Humans,9606
BE0000858,Insulin-like growth factor 1 receptor,IGF1R,P08069,X04434,804990,HGNC:5465,Humans,9606
BE0000859,Receptor activity-modifying protein 1,RAMP1,O60894,AJ001014,3171910,HGNC:9843,Humans,9606
BE0000860,Receptor activity-modifying protein 2,RAMP2,O60895,AJ001015,3171912,HGNC:9844,Humans,9606
BE0000861,Receptor activity-modifying protein 3,RAMP3,O60896,AJ001016,3171914,HGNC:9845,Humans,9606
BE0000864,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H,O95180,AF051946,14670397,HGNC:1395,Humans,9606
BE0000865,Phenylethanolamine N-methyltransferase,PNMT,P11086,J03727,190142,HGNC:9160,Humans,9606
BE0000866,Platelet glycoprotein IX,GP9,P14770,X52997,2160046,HGNC:4444,Humans,9606
BE0000867,Cocaine- and amphetamine-regulated transcript protein,CARTPT,Q16568,U16826,609306,HGNC:24323,Humans,9606
BE0000869,L-xylulose reductase,DCXR,Q7Z4W1,AB013846,15425623,HGNC:18985,Humans,9606
BE0000870,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,Q02750,L05624,188569,HGNC:6840,Humans,9606
BE0000871,Protein-tyrosine kinase 2-beta,PTK2B,Q14289,U33284,988305,HGNC:9612,Humans,9606
BE0000872,Protein kinase C beta type,PRKCB,P05771,M13975,189969,HGNC:9395,Humans,9606
BE0000874,CTP synthase 1,CTPS1,P17812,X52142,30293,HGNC:2519,Humans,9606
BE0000875,Lanosterol 14-alpha demethylase,CYP51A1,Q16850,U23942,1698396,HGNC:2649,Humans,9606
BE0000876,Lysosomal alpha-glucosidase,GAA,P10253,Y00839,31608,HGNC:4065,Humans,9606
BE0000877,C-reactive protein,CRP,P02741,M11880,181066,HGNC:2367,Humans,9606
BE0000878,Alpha-synuclein,SNCA,P37840,L08850,437365,HGNC:11138,Humans,9606
BE0000879,Solute carrier family 22 member 11,SLC22A11,Q9NSA0,AB026116,7707622,HGNC:18120,Humans,9606
BE0000880,Aquaporin-1,AQP1,P29972,M77829,180501,HGNC:633,Humans,9606
BE0000881,Histone deacetylase 9,HDAC9,Q9UKV0,AY032737,15590680,HGNC:14065,Humans,9606
BE0000882,Trifunctional purine biosynthetic protein adenosine-3,GART,P22102,X54199,31642,HGNC:4163,Humans,9606
BE0000884,Excitatory amino acid transporter 2,SLC1A2,P43004,U03505,487341,HGNC:10940,Humans,9606
BE0000885,Protein S100-A13,S100A13,Q99584,X99920,1694828,HGNC:10490,Humans,9606
BE0000886,Bile salt sulfotransferase,SULT2A1,Q06520,L20000,306702,HGNC:11458,Humans,9606
BE0000887,Cytotoxic T-lymphocyte protein 4,CTLA4,P16410,AF411058,17646228,HGNC:2505,Humans,9606
BE0000888,Fatty acid desaturase 1,FADS1,O60427,AC004770,3169158,HGNC:3574,Humans,9606
BE0000889,Gamma-glutamyltranspeptidase 1,GGT1,P19440,J04131,183138,HGNC:4250,Humans,9606
BE0000890,Cyclin-dependent kinase 5,CDK5,Q00535,X66364,36621,HGNC:1774,Humans,9606
BE0000891,Signal transducer and activator of transcription 5B,STAT5B,P51692,U48730,6981726,HGNC:11367,Humans,9606
BE0000892,DNA (cytosine-5)-methyltransferase 1,DNMT1,P26358,X63692,1632819,HGNC:2976,Humans,9606
BE0000895,Urokinase-type plasminogen activator,PLAU,P00749,X02419,1834524,HGNC:9052,Humans,9606
BE0000896,"Alkaline phosphatase, placental-like",ALPPL2,P10696,J03252,178428,HGNC:441,Humans,9606
BE0000897,Potassium voltage-gated channel subfamily KQT member 2,KCNQ2,O43526,D82346,1841342,HGNC:6296,Humans,9606
BE0000898,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",ALAS2,P22557,X56352,28586,HGNC:397,Humans,9606
BE0000899,Cartilage oligomeric matrix protein,COMP,P49747,L32137,602450,HGNC:2227,Humans,9606
BE0000900,Lecithin retinol acyltransferase,LRAT,O95237,AF071510,4240391,HGNC:6685,Humans,9606
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,O75015,X16863,31322,HGNC:3620,Humans,9606
BE0000904,Calpastatin,CAST,P20810,D16217,303599,HGNC:1515,Humans,9606
BE0000906,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",PCK1,P35558,L05144,189945,HGNC:8724,Humans,9606
BE0000907,"Peroxiredoxin-5, mitochondrial",PRDX5,P30044,AJ249483,6523289,HGNC:9355,Humans,9606
BE0000908,Eosinophil cationic protein,RNASE3,P12724,X15161,31077,HGNC:10046,Humans,9606
BE0000909,Sepiapterin reductase,SPR,P35270,M76231,338021,HGNC:11257,Humans,9606
BE0000910,Alpha-2-macroglobulin,A2M,P01023,M11313,177870,HGNC:7,Humans,9606
BE0000911,C-C chemokine receptor type 5,CCR5,P51681,X91492,1262811,HGNC:1606,Humans,9606
BE0000912,Lithostathine-1-alpha,REG1A,P05451,M27190,623413,HGNC:9951,Humans,9606
BE0000914,Sialidase-1,NEU1,Q99519,AF040958,2773339,HGNC:7758,Humans,9606
BE0000915,Hepatocyte growth factor receptor,MET,P08581,J02958,307196,HGNC:7029,Humans,9606
BE0000916,"Glycogen phosphorylase, muscle form",PYGM,P11217,M32598,190784,HGNC:9726,Humans,9606
BE0000917,Growth factor receptor-bound protein 2,GRB2,P62993,M96995,181976,HGNC:4566,Humans,9606
BE0000918,Interleukin-6,IL6,P05231,X04430,32674,HGNC:6018,Humans,9606
BE0000919,C-X-C chemokine receptor type 4,CXCR4,P61073,L01639,189314,HGNC:2561,Humans,9606
BE0000920,Interstitial collagenase,MMP1,P03956,X54925,30126,HGNC:7155,Humans,9606
BE0000921,Islet amyloid polypeptide,IAPP,P10997,M27503,457131,HGNC:5329,Humans,9606
BE0000922,Apolipoprotein A-II,APOA2,P02652,X00955,28748,HGNC:601,Humans,9606
BE0000923,Mitogen-activated protein kinase 1,MAPK1,P28482,M84489,182191,HGNC:6871,Humans,9606
BE0000924,Adenosine receptor A2a,ADORA2A,P29274,M97370,177892,HGNC:263,Humans,9606
BE0000925,Alpha-1-acid glycoprotein 1,ORM1,P02763,X02544,757907,HGNC:8498,Humans,9606
BE0000926,Interferon beta,IFNB1,P01574,V00534,32638,HGNC:5434,Humans,9606
BE0000927,Sulfotransferase 1A1,SULT1A1,P50225,L10819,179042,HGNC:11453,Humans,9606
BE0000928,Proteinase-activated receptor 1,F2R,P25116,M62424,339677,HGNC:3537,Humans,9606
BE0000929,Complement decay-accelerating factor,CD55,P08174,M31516,181468,HGNC:2665,Humans,9606
BE0000930,Serum paraoxonase/arylesterase 1,PON1,P27169,M63012,190192,HGNC:9204,Humans,9606
BE0000931,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,ART1,P52961,S74683,807100,HGNC:723,Humans,9606
BE0000933,Cytosolic 10-formyltetrahydrofolate dehydrogenase,ALDH1L1,O75891,AF052732,3560541,HGNC:3978,Humans,9606
BE0000934,C-X-C motif chemokine 10,CXCL10,P02778,X02530,33918,HGNC:10637,Humans,9606
BE0000935,Phosphatidylcholine transfer protein,PCTP,Q9UKL6,AF151638,6049276,HGNC:8752,Humans,9606
BE0000936,Cubilin,CUBN,O60494,AF034611,3929529,HGNC:2548,Humans,9606
BE0000938,Cytochrome b,MT-CYB,P00156,V00662,13016,HGNC:7427,Humans,9606
BE0000939,Cathepsin B,CTSB,P07858,M14221,181192,HGNC:2527,Humans,9606
BE0000940,Sodium- and chloride-dependent glycine transporter 1,SLC6A9,P48067,S70609,546769,HGNC:11056,Humans,9606
BE0000941,Cathepsin D,CTSD,P07339,M11233,181180,HGNC:2529,Humans,9606
BE0000942,Low-density lipoprotein receptor-related protein 2,LRP2,P98164,U33837,1809240,HGNC:6694,Humans,9606
BE0000943,Vitamin K-dependent protein S,PROS1,P07225,M15036,190289,HGNC:9456,Humans,9606
BE0000944,Interferon gamma,IFNG,P01579,X13274,32692,HGNC:5438,Humans,9606
BE0000945,5-hydroxytryptamine receptor 6,HTR6,P50406,L41147,1162924,HGNC:5301,Humans,9606
BE0000946,Platelet basic protein,PPBP,P02775,M54995,181176,HGNC:9240,Humans,9606
BE0000947,Pro-opiomelanocortin,POMC,P01189,M38297,190188,HGNC:9201,Humans,9606
BE0000948,Neuropeptide S receptor,NPSR1,Q6W5P4,AY310326,34596864,HGNC:23631,Humans,9606
BE0000949,Tumor necrosis factor receptor superfamily member 1B,TNFRSF1B,P20333,M32315,189186,HGNC:11917,Humans,9606
BE0000950,Bifunctional epoxide hydrolase 2,EPHX2,P34913,L05779,181395,HGNC:3402,Humans,9606
BE0000951,Estrogen sulfotransferase,SULT1E1,P49888,U08098,488283,HGNC:11377,Humans,9606
BE0000952,Alpha-1-antitrypsin,SERPINA1,P01009,K01396,177829,HGNC:8941,Humans,9606
BE0000953,Pro-epidermal growth factor,EGF,P01133,X04571,31121,HGNC:3229,Humans,9606
BE0000954,Myeloblastin,PRTN3,P24158,M75154,187399,HGNC:9495,Humans,9606
BE0000955,Phosphatidylinositol 3-kinase regulatory subunit alpha,PIK3R1,P27986,M61906,,HGNC:8979,Humans,9606
BE0000956,Nuclear receptor subfamily 1 group I member 2,NR1I2,O75469,AF061056,3511138,HGNC:7968,Humans,9606
BE0000957,Eukaryotic translation initiation factor 4E,EIF4E,P06730,M15353,306487,HGNC:3287,Humans,9606
BE0000958,Cyclic AMP-responsive element-binding protein 1,CREB1,P16220,S72459,240429,HGNC:2345,Humans,9606
BE0000959,Fatty acid synthase,FASN,P49327,U26644,1049053,HGNC:3594,Humans,9606
BE0000960,Dihydropyrimidine dehydrogenase [NADP(+)],DPYD,Q12882,U09178,558305,HGNC:3012,Humans,9606
BE0000961,Interleukin-8,CXCL8,P10145,Y00787,34519,HGNC:6025,Humans,9606
BE0000962,Lactoylglutathione lyase,GLO1,Q04760,D13315,219664,HGNC:4323,Humans,9606
BE0000963,Thiamine transporter 2,SLC19A3,Q9BZV2,AF271633,12483888,HGNC:16266,Humans,9606
BE0000964,Spermine synthase,SMS,P52788,Z49099,791051,HGNC:11123,Humans,9606
BE0000965,"Apoptosis-inducing factor 1, mitochondrial",AIFM1,O95831,AF100928,4323587,HGNC:8768,Humans,9606
BE0000966,Collagenase 3,MMP13,P45452,X75308,516386,HGNC:7159,Humans,9606
BE0000967,Tissue factor pathway inhibitor,TFPI,P10646,J03225,180546,HGNC:11760,Humans,9606
BE0000968,Histamine H3 receptor,HRH3,Q9Y5N1,AF140538,5031291,HGNC:5184,Humans,9606
BE0000969,Plasminogen activator inhibitor 2,SERPINB2,P05120,J02685,189545,HGNC:8584,Humans,9606
BE0000970,Insulin-like growth factor-binding protein 3,IGFBP3,P17936,M31159,183116,HGNC:5472,Humans,9606
BE0000971,DNA topoisomerase 1,TOP1,P11387,J03250,339806,HGNC:11986,Humans,9606
BE0000973,Sphingomyelin phosphodiesterase,SMPD1,P17405,M59916,179095,HGNC:11120,Humans,9606
BE0000974,Metabotropic glutamate receptor 2,GRM2,Q14416,L35318,999416,HGNC:4594,Humans,9606
BE0000975,C-C motif chemokine 5,CCL5,P13501,M21121,339421,HGNC:10632,Humans,9606
BE0000977,Insulin receptor substrate 1,IRS1,P35568,S85963,246466,HGNC:6125,Humans,9606
BE0000978,Glucosylceramidase,GBA,P04062,M16328,183008,HGNC:4177,Humans,9606
BE0000979,Natriuretic peptides B,NPPB,P16860,M31776,179515,HGNC:7940,Humans,9606
BE0000980,Tyrosine-protein phosphatase non-receptor type 4,PTPN4,P29074,M68941,190748,HGNC:9656,Humans,9606
BE0000981,Interleukin-12 subunit beta,IL12B,P29460,M65272,180626,HGNC:5970,Humans,9606
BE0000982,Angiotensin-converting enzyme 2,ACE2,Q9BYF1,AF291820,9802433,HGNC:13557,Humans,9606
BE0000983,Inositol monophosphatase 2,IMPA2,O14732,AF014398,2406666,HGNC:6051,Humans,9606
BE0000984,Transforming growth factor beta-1,TGFB1,P01137,X05839,1212989,HGNC:11766,Humans,9606
BE0000985,Catenin beta-1,CTNNB1,P35222,X87838,860988,HGNC:2514,Humans,9606
BE0000986,Sodium/calcium exchanger 1,SLC8A1,P32418,M91368,180673,HGNC:11068,Humans,9606
BE0000987,Thiopurine S-methyltransferase,TPMT,P51580,S62904,386420,HGNC:12014,Humans,9606
BE0000988,Beta-secretase 1,BACE1,P56817,AF190725,6118539,HGNC:933,Humans,9606
BE0000989,17-beta-hydroxysteroid dehydrogenase type 6,HSD17B6,O14756,AF016509,2338748,HGNC:23316,Humans,9606
BE0000991,Aurora kinase A,AURKA,O14965,D84212,2641948,HGNC:11393,Humans,9606
BE0000992,Protein DJ-1,PARK7,Q99497,D61380,30038760,HGNC:16369,Humans,9606
BE0000993,Synaptic vesicle glycoprotein 2A,SV2A,Q7L0J3,AB018279,40788343,HGNC:20566,Humans,9606
BE0000994,Lactotransferrin,LTF,P02788,X53961,34416,HGNC:6720,Humans,9606
BE0000995,fMet-Leu-Phe receptor,FPR1,P21462,M37128,189184,HGNC:3826,Humans,9606
BE0000996,Long-chain-fatty-acid--CoA ligase 4,ACSL4,O60488,AF030555,3158351,HGNC:3571,Humans,9606
BE0000997,Atrial natriuretic peptide receptor 2,NPR2,P20594,AB005647,5139790,HGNC:7944,Humans,9606
BE0000998,Glycine--tRNA ligase,GARS,P41250,D30658,1311463,HGNC:4162,Humans,9606
BE0000999,Tumor necrosis factor ligand superfamily member 13B,TNFSF13B,Q9Y275,AF136293,4761612,HGNC:11929,Humans,9606
BE0001001,Probable phospholipid-transporting ATPase IA,ATP8A1,Q9Y2Q0,AF067820,4972583,HGNC:13531,Humans,9606
BE0001002,Membrane primary amine oxidase,AOC3,Q16853,U39447,1399032,HGNC:550,Humans,9606
BE0001003,E3 ubiquitin-protein ligase Mdm2,MDM2,Q00987,M92424,338309,HGNC:6973,Humans,9606
BE0001004,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,AF060500,5051630,HGNC:10959,Humans,9606
BE0001005,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,P31930,L16842,515634,HGNC:12585,Humans,9606
BE0001006,CD40 ligand,CD40LG,P29965,X68550,37270,HGNC:11935,Humans,9606
BE0001007,Peroxisome proliferator-activated receptor delta,PPARD,Q03181,L07592,190230,HGNC:9235,Humans,9606
BE0001008,Galectin-7,LGALS7,P47929,L07769,182132,HGNC:6568,Humans,9606
BE0001009,Cytochrome c,CYCS,P99999,M22877,181242,HGNC:19986,Humans,9606
BE0001010,Cathepsin G,CTSG,P08311,M16117,181182,HGNC:2532,Humans,9606
BE0001011,Calnexin,CANX,P27824,L10284,186523,HGNC:1473,Humans,9606
BE0001012,Beta-3 adrenergic receptor,ADRB3,P13945,M29932,178896,HGNC:288,Humans,9606
BE0001014,Peptidyl-prolyl cis-trans isomerase A,PPIA,P62937,Y00052,30309,HGNC:9253,Humans,9606
BE0001015,Fibroblast growth factor 2,FGF2,P09038,X04431,31362,HGNC:3676,Humans,9606
BE0001016,Rho-associated protein kinase 1,ROCK1,Q13464,U43195,1276901,HGNC:10251,Humans,9606
BE0001017,Kininogen-1,KNG1,P01042,K02566,177890,HGNC:6383,Humans,9606
BE0001018,Solute carrier family 15 member 1,SLC15A1,P46059,U13173,773588,HGNC:10920,Humans,9606
BE0001019,Mitogen-activated protein kinase 14,MAPK14,Q16539,L35263,603917,HGNC:6876,Humans,9606
BE0001021,Coagulation factor XI,F11,P03951,M13142,182833,HGNC:3529,Humans,9606
BE0001023,Transient receptor potential cation channel subfamily V member 1,TRPV1,Q8NER1,AJ277028,8977866,HGNC:12716,Humans,9606
BE0001024,"Troponin C, slow skeletal and cardiac muscles",TNNC1,P63316,X07897,37208,HGNC:11943,Humans,9606
BE0001025,Platelet glycoprotein Ib alpha chain,GP1BA,P07359,J02940,306793,HGNC:4439,Humans,9606
BE0001026,Corticoliberin,CRH,P06850,V00571,35356,HGNC:2355,Humans,9606
BE0001027,G1/S-specific cyclin-D1,CCND1,P24385,X59798,35632,HGNC:1582,Humans,9606
BE0001028,G protein-activated inward rectifier potassium channel 1,KCNJ3,P48549,U39196,1055028,HGNC:6264,Humans,9606
BE0001029,Interleukin-2,IL2,P60568,J00264,5729676,HGNC:6001,Humans,9606
BE0001030,G protein-activated inward rectifier potassium channel 2,KCNJ6,P48051,U24660,1052875,HGNC:6267,Humans,9606
BE0001031,Basement membrane-specific heparan sulfate proteoglycan core protein,HSPG2,P98160,X62515,29470,HGNC:5273,Humans,9606
BE0001032,P-glycoprotein 1,ABCB1,P08183,M14758,307180,HGNC:40,Humans,9606
BE0001033,"Ferrochelatase, mitochondrial",FECH,P22830,D00726,219656,HGNC:3647,Humans,9606
BE0001034,Mucin-2,MUC2,Q02817,L21998,454154,HGNC:7512,Humans,9606
BE0001035,Protein-glutamine gamma-glutamyltransferase 2,TGM2,P21980,M55153,339521,HGNC:11778,Humans,9606
BE0001036,Interleukin-3 receptor subunit alpha,IL3RA,P26951,M74782,186331,HGNC:6012,Humans,9606
BE0001038,Chymase,CMA1,P23946,M64269,180542,HGNC:2097,Humans,9606
BE0001039,High affinity nerve growth factor receptor,NTRK1,P04629,M23102,339918,HGNC:8031,Humans,9606
BE0001040,Transcription factor AP-1,JUN,P05412,J04111,386839,HGNC:6204,Humans,9606
BE0001042,Solute carrier organic anion transporter family member 2B1,SLCO2B1,O94956,AB026256,5006263,HGNC:10962,Humans,9606
BE0001043,von Willebrand factor,VWF,P04275,X04385,37947,HGNC:12726,Humans,9606
BE0001044,Trace amine-associated receptor 1,TAAR1,Q96RJ0,AF380185,14600074,HGNC:17734,Humans,9606
BE0001045,"Solute carrier family 2, facilitated glucose transporter member 2",SLC2A2,P11168,J03810,307125,HGNC:11006,Humans,9606
BE0001046,Elastin,ELN,P15502,M17282,182021,HGNC:3327,Humans,9606
BE0001047,C-C motif chemokine 2,CCL2,P13500,M24545,307163,HGNC:10618,Humans,9606
BE0001051,Interleukin-1 beta,IL1B,P01584,K02770,307043,HGNC:5992,Humans,9606
BE0001054,Excitatory amino acid transporter 3,SLC1A1,P43005,U08989,507898,HGNC:10939,Humans,9606
BE0001055,GTP cyclohydrolase 1,GCH1,P30793,Z29434,7242659,HGNC:4193,Humans,9606
BE0001056,Glucokinase,GCK,P35557,M88011,179427,HGNC:4195,Humans,9606
BE0001057,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,P11166,K03195,183303,HGNC:11005,Humans,9606
BE0001058,Chitotriosidase-1,CHIT1,Q13231,U29615,1050958,HGNC:1936,Humans,9606
BE0001060,Angiotensinogen,AGT,P01019,K02215,178640,HGNC:333,Humans,9606
BE0001062,Mitogen-activated protein kinase 3,MAPK3,P27361,X60188,31221,HGNC:6877,Humans,9606
BE0001063,E3 ubiquitin-protein ligase TRIM13,TRIM13,O60858,AJ224819,3133092,HGNC:9976,Humans,9606
BE0001065,Glycogen synthase kinase-3 beta,GSK3B,P49841,L33801,529237,HGNC:4617,Humans,9606
BE0001066,Solute carrier family 22 member 6,SLC22A6,Q4U2R8,AF057039,3831566,HGNC:10970,Humans,9606
BE0001067,ATP-binding cassette sub-family G member 2,ABCG2,Q9UNQ0,AF103796,4185796,HGNC:74,Humans,9606
BE0001068,Vitronectin,VTN,P04004,X03168,36575,HGNC:12724,Humans,9606
BE0001069,Canalicular multispecific organic anion transporter 1,ABCC2,Q92887,U63970,1764162,HGNC:53,Humans,9606
BE0001070,Somatostatin,SST,P61278,J00306,338288,HGNC:11329,Humans,9606
BE0001071,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,Q06124,D13540,4519425,HGNC:9644,Humans,9606
BE0001072,Cyclin-dependent kinase 2,CDK2,P24941,AB012305,3551191,HGNC:1771,Humans,9606
BE0001073,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",PFKFB1,P16118,X52638,35503,HGNC:8872,Humans,9606
BE0001074,E-selectin,SELE,P16581,M30640,182048,HGNC:10718,Humans,9606
BE0001075,Myeloperoxidase,MPO,P05164,J02694,189040,HGNC:7218,Humans,9606
BE0001076,GTPase HRas,HRAS,P01112,J00277,190891,HGNC:5173,Humans,9606
BE0001077,85/88 kDa calcium-independent phospholipase A2,PLA2G6,O60733,AF064594,3142700,HGNC:9039,Humans,9606
BE0001078,Aminopeptidase N,ANPEP,P15144,X13276,28678,HGNC:500,Humans,9606
BE0001080,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,GNG2,P59768,AF493870,20147633,HGNC:4404,Humans,9606
BE0001081,Inactive phospholipase C-like protein 1,PLCL1,Q15111,D42108,780122,HGNC:9063,Humans,9606
BE0001082,Cyclin-dependent kinase 1,CDK1,P06493,X05360,29839,HGNC:1722,Humans,9606
BE0001084,Neutrophil gelatinase-associated lipocalin,LCN2,P80188,X83006,929657,HGNC:6526,Humans,9606
BE0001085,Intercellular adhesion molecule 1,ICAM1,P05362,X06990,758074,HGNC:5344,Humans,9606
BE0001086,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,M55643,189180,HGNC:7794,Humans,9606
BE0001087,Lymphotoxin-alpha,LTA,P01374,X01393,34445,HGNC:6709,Humans,9606
BE0001088,Tissue-type plasminogen activator,PLAT,P00750,L00153,339834,HGNC:9051,Humans,9606
BE0001089,Glucose-6-phosphate 1-dehydrogenase,G6PD,P11413,X03674,31543,HGNC:4057,Humans,9606
BE0001090,Protein S100-A1,S100A1,P23297,X58079,36176,HGNC:10486,Humans,9606
BE0001091,Kallikrein-1,KLK1,P06870,M25629,186653,HGNC:6357,Humans,9606
BE0001092,Protein-arginine deiminase type-4,PADI4,Q9UM07,AB017919,5913971,HGNC:18368,Humans,9606
BE0001093,Long-chain-fatty-acid--CoA ligase 3,ACSL3,O95573,D89053,4165018,HGNC:3570,Humans,9606
BE0001094,Beta-nerve growth factor,NGF,P01138,V01511,671883,HGNC:7808,Humans,9606
BE0001095,Gap junction alpha-1 protein,GJA1,P17302,X52947,29917,HGNC:4274,Humans,9606
BE0001096,5'-nucleotidase,NT5E,P21589,X55740,23897,HGNC:8021,Humans,9606
BE0001097,Mitogen-activated protein kinase 10,MAPK10,P53779,U07620,468151,HGNC:6872,Humans,9606
BE0001098,78 kDa glucose-regulated protein,HSPA5,P11021,M19645,386758,HGNC:5238,Humans,9606
BE0001099,Phosphatidylserine synthase 1,PTDSS1,P48651,D14694,603802,HGNC:9587,Humans,9606
BE0001100,Microtubule-associated protein 2,MAP2,P11137,U01828,409875,HGNC:6839,Humans,9606
BE0001102,Prostatic acid phosphatase,ACPP,P15309,M97589,189613,HGNC:125,Humans,9606
BE0001103,Calcitonin gene-related peptide 1,CALCA,P06881,M12667,179828,HGNC:1437,Humans,9606
BE0001104,RET proto-oncogene,RET,O43519,AF032124,2795880,,Humans,9606
BE0001105,Major prion protein,PRNP,P04156,M13899,190468,HGNC:9449,Humans,9606
BE0001107,Pulmonary surfactant-associated protein D,SFTPD,P35247,X65018,34767,HGNC:10803,Humans,9606
BE0001108,Hexokinase-1,HK1,P19367,M75126,184021,HGNC:4922,Humans,9606
BE0001109,Ras-related C3 botulinum toxin substrate 1,RAC1,P63000,M29870,190824,HGNC:9801,Humans,9606
BE0001111,Cytochrome P450 1B1,CYP1B1,Q16678,U03688,501031,HGNC:2597,Humans,9606
BE0001112,Bactericidal permeability-increasing protein,BPI,P17213,J04739,179529,HGNC:1095,Humans,9606
BE0001113,CD44 antigen,CD44,P16070,M24915,180197,HGNC:1681,Humans,9606
