UniProtId,Label,Gene_Name,
Q5H9K5,reviewed,ZMAT1_HUMAN,
Q2TBC4,reviewed,PRIC4_HUMAN,
A0A2R8Y2Y2,reviewed,CHO90_HUMAN,
Q96ST2,reviewed,IWS1_HUMAN,
P25024,reviewed,CXCR1_HUMAN,
O14843,reviewed,FFAR3_HUMAN,
Q6PCB8,reviewed,EMB_HUMAN,
Q9NZM1,reviewed,MYOF_HUMAN,
O95968,reviewed,SG1D1_HUMAN,
Q9P1C3,reviewed,YN010_HUMAN,
Q6ZTQ3,reviewed,RASF6_HUMAN,
P09622,reviewed,DLDH_HUMAN,
P43403,reviewed,ZAP70_HUMAN,
A3KMH1,reviewed,VWA8_HUMAN,
Q96PN6,reviewed,ADCYA_HUMAN,
P51970,reviewed,NDUA8_HUMAN,
Q9BT23,reviewed,LIMD2_HUMAN,
Q9BYR3,reviewed,KRA44_HUMAN,
P11226,reviewed,MBL2_HUMAN,
A6NCW7,reviewed,U17L4_HUMAN,
Q14714,reviewed,SSPN_HUMAN,
Q03181,reviewed,PPARD_HUMAN,
Q9P0I2,reviewed,EMC3_HUMAN,
P19957,reviewed,ELAF_HUMAN,
P42785,reviewed,PCP_HUMAN,
Q96ST3,reviewed,SIN3A_HUMAN,
P25025,reviewed,CXCR2_HUMAN,
O14842,reviewed,FFAR1_HUMAN,
Q9NZM6,reviewed,PK2L2_HUMAN,
Q7LFX5,reviewed,CHSTF_HUMAN,
P62633,reviewed,CNBP_HUMAN,
Q9NVX0,reviewed,HAUS2_HUMAN,
Q8NFR7,reviewed,CC148_HUMAN,
Q8N7J2,reviewed,AMER2_HUMAN,
Q9H7C4,reviewed,SYNCI_HUMAN,
Q04828,reviewed,AK1C1_HUMAN,
P49459,reviewed,UBE2A_HUMAN,
Q9BT22,reviewed,ALG1_HUMAN,
Q9BYR4,reviewed,KRA43_HUMAN,
Q9BU68,reviewed,PR15L_HUMAN,
Q460N3,reviewed,PAR15_HUMAN,
P11229,reviewed,ACM1_HUMAN,
Q6PI48,reviewed,SYDM_HUMAN,
Q8NCA9,reviewed,ZN784_HUMAN,
Q8NGL9,reviewed,OR4CG_HUMAN,
Q15583,reviewed,TGIF1_HUMAN,
O14841,reviewed,OPLA_HUMAN,
Q9C000,reviewed,NLRP1_HUMAN,
Q6XE38,reviewed,SG1D4_HUMAN,
Q7LBE3,reviewed,S26A9_HUMAN,
P50461,reviewed,CSRP3_HUMAN,
P49458,reviewed,SRP09_HUMAN,
Q9BT25,reviewed,HAUS8_HUMAN,
Q9BYR5,reviewed,KRA42_HUMAN,
Q8N4P6,reviewed,LRC71_HUMAN,
Q8IV48,reviewed,ERI1_HUMAN,
A2RUU4,reviewed,COLL1_HUMAN,
Q15582,reviewed,BGH3_HUMAN,
P12956,reviewed,XRCC6_HUMAN,
Q9Y6K1,reviewed,DNM3A_HUMAN,
Q9NZM4,reviewed,BICRA_HUMAN,
Q9NVX2,reviewed,NLE1_HUMAN,
Q9UJ04,reviewed,TSYL4_HUMAN,
Q96TC7,reviewed,RMD3_HUMAN,
A0A1B0GX49,reviewed,TVB64_HUMAN,
Q9BYR6,reviewed,KRA33_HUMAN,
Q460N5,reviewed,PAR14_HUMAN,
Q9Y5V0,reviewed,ZN706_HUMAN,
P0DUB6,reviewed,AMY1A_HUMAN,
Q8N8X9,reviewed,MB213_HUMAN,
Q16600,reviewed,ZN239_HUMAN,
Q9Y6K0,reviewed,CEPT1_HUMAN,
Q9NZM5,reviewed,NOP53_HUMAN,
Q9BUH6,reviewed,PAXX_HUMAN,
Q9C002,reviewed,NMES1_HUMAN,
Q86TC9,reviewed,MYPN_HUMAN,
Q05209,reviewed,PTN12_HUMAN,
P01106,reviewed,MYC_HUMAN,
Q2TAL8,reviewed,QRIC1_HUMAN,
Q96P20,reviewed,NLRP3_HUMAN,
Q9BYR7,reviewed,KRA32_HUMAN,
P40879,reviewed,S26A3_HUMAN,
Q8NAA4,reviewed,A16L2_HUMAN,
Q9UIA0,reviewed,CYH4_HUMAN,
Q6ZWJ8,reviewed,KCP_HUMAN,
Q9Y5V3,reviewed,MAGD1_HUMAN,
Q8TED9,reviewed,AF1L1_HUMAN,
Q70EK9,reviewed,UBP51_HUMAN,
Q6P050,reviewed,FXL22_HUMAN,
Q9UJT0,reviewed,TBE_HUMAN,
Q9ULT0,reviewed,TTC7A_HUMAN,
Q8NFR3,reviewed,SPTSB_HUMAN,
Q9H3V2,reviewed,MS4A5_HUMAN,
P23396,reviewed,RS3_HUMAN,
Q99218,reviewed,AMELY_HUMAN,
P04839,reviewed,CY24B_HUMAN,
Q8NAA5,reviewed,LR75A_HUMAN,
P11926,reviewed,DCOR_HUMAN,
Q7Z6W1,reviewed,TMCO2_HUMAN,
Q7Z388,reviewed,D19L4_HUMAN,
Q06710,reviewed,PAX8_HUMAN,
Q9H0H9,reviewed,C4F30_HUMAN,
Q8IV45,reviewed,UN5CL_HUMAN,
Q70EK8,reviewed,UBP53_HUMAN,
Q659C4,reviewed,LAR1B_HUMAN,
P12955,reviewed,PEPD_HUMAN,
P17612,reviewed,KAPCA_HUMAN,
Q16602,reviewed,CALRL_HUMAN,
Q96ST8,reviewed,CEP89_HUMAN,
Q9UJT1,reviewed,TBD_HUMAN,
P59901,reviewed,LIRA4_HUMAN,
P01100,reviewed,FOS_HUMAN,
Q9BRN9,reviewed,TM2D3_HUMAN,
A8K0R7,reviewed,ZN839_HUMAN,
P43405,reviewed,KSYK_HUMAN,
Q8NAA6,reviewed,CO053_HUMAN,
Q8TE85,reviewed,GRHL3_HUMAN,
O60909,reviewed,B4GT2_HUMAN,
A0A2R8Y4Y8,reviewed,OSP4B_HUMAN,
Q4G0S4,reviewed,C27C1_HUMAN,
Q8NGL4,reviewed,OR5DD_HUMAN,
Q9NWB1,reviewed,RFOX1_HUMAN,
P20226,reviewed,TBP_HUMAN,
Q9UJT2,reviewed,TSKS_HUMAN,
O15354,reviewed,GPR37_HUMAN,
P00480,reviewed,OTC_HUMAN,
Q6ZTQ4,reviewed,CDHR3_HUMAN,
P09629,reviewed,HXB7_HUMAN,
Q96LJ8,reviewed,UBX10_HUMAN,
Q9C0C9,reviewed,UBE2O_HUMAN,
Q9NYM4,reviewed,GPR83_HUMAN,
Q75LS8,reviewed,FKB9L_HUMAN,
Q05823,reviewed,RN5A_HUMAN,
A0A0G2JNG1,unreviewed,A0A0G2JNG1_HUMAN,
Q8NGL7,reviewed,OR4P4_HUMAN,
Q9UM01,reviewed,YLAT1_HUMAN,
Q9NWB6,reviewed,ARGL1_HUMAN,
Q96QH8,reviewed,LYZL5_HUMAN,
Q6PCB0,reviewed,VWA1_HUMAN,
O15355,reviewed,PPM1G_HUMAN,
Q9UNH5,reviewed,CC14A_HUMAN,
Q9UPI3,reviewed,FLVC2_HUMAN,
P03999,reviewed,OPSB_HUMAN,
Q6L8Q7,reviewed,PDE12_HUMAN,
Q9NY25,reviewed,CLC5A_HUMAN,
Q96M02,reviewed,CJ090_HUMAN,
Q8NGL6,reviewed,O4A15_HUMAN,
Q9UM00,reviewed,TMCO1_HUMAN,
Q9NWB7,reviewed,IFT57_HUMAN,
Q6PCB7,reviewed,S27A1_HUMAN,
P0CAT3,reviewed,TLXNB_HUMAN,
Q9Y345,reviewed,SC6A5_HUMAN,
Q92519,reviewed,TRIB2_HUMAN,
O60320,reviewed,EREP2_HUMAN,
Q9UNH6,reviewed,SNX7_HUMAN,
B5MCY1,reviewed,TDR15_HUMAN,
Q6IQ49,reviewed,SDE2_HUMAN,
Q8IY33,reviewed,MILK2_HUMAN,
Q9BXQ6,reviewed,T121B_HUMAN,
Q5T4S7,reviewed,UBR4_HUMAN,
Q9NY26,reviewed,S39A1_HUMAN,
Q5JPB2,reviewed,ZN831_HUMAN,
Q4G0S7,reviewed,CC152_HUMAN,
Q8NGL1,reviewed,OR5DI_HUMAN,
Q9UM07,reviewed,PADI4_HUMAN,
Q96GA7,reviewed,SDSL_HUMAN,
Q6PCB6,reviewed,AB17C_HUMAN,
O15357,reviewed,SHIP2_HUMAN,
Q9UNH7,reviewed,SNX6_HUMAN,
A0A1B0GVH7,reviewed,IQCM_HUMAN,
Q4VX62,reviewed,CF099_HUMAN,
Q96P26,reviewed,5NT1B_HUMAN,
A6NKG5,reviewed,RTL1_HUMAN,
Q9NY27,reviewed,PP4R2_HUMAN,
Q8NGL0,reviewed,OR5L2_HUMAN,
Q5VSL9,reviewed,STRP1_HUMAN,
Q7L4E1,reviewed,MIGA2_HUMAN,
Q9Y6K9,reviewed,NEMO_HUMAN,
Q6PCB5,reviewed,RSBNL_HUMAN,
P40259,reviewed,CD79B_HUMAN,
O15350,reviewed,P73_HUMAN,
Q9C009,reviewed,FOXQ1_HUMAN,
A0A096LNW5,reviewed,NT2NR_HUMAN,
Q9HAV7,reviewed,GRPE1_HUMAN,
Q8TDB6,reviewed,DTX3L_HUMAN,
Q63ZY3,reviewed,KANK2_HUMAN,
Q8IY31,reviewed,IFT20_HUMAN,
A0A1B0GVH6,reviewed,CM042_HUMAN,
A4UGR9,reviewed,XIRP2_HUMAN,
Q9P2U7,reviewed,VGLU1_HUMAN,
Q96CT7,reviewed,CC124_HUMAN,
Q8NGL3,reviewed,OR5DE_HUMAN,
Q8IYM9,reviewed,TRI22_HUMAN,
Q96MT3,reviewed,PRIC1_HUMAN,
Q9Y6K8,reviewed,KAD5_HUMAN,
P50226,reviewed,ST1A2_HUMAN,
Q9HAV4,reviewed,XPO5_HUMAN,
Q9H668,reviewed,STN1_HUMAN,
Q9H9B1,reviewed,EHMT1_HUMAN,
Q96LJ7,reviewed,DHRS1_HUMAN,
Q86UT8,reviewed,CATAC_HUMAN,
P58012,reviewed,FOXL2_HUMAN,
Q9C0C4,reviewed,SEM4C_HUMAN,
P33176,reviewed,KINH_HUMAN,
Q64LD2,reviewed,WDR25_HUMAN,
Q8TED1,reviewed,GPX8_HUMAN,
Q8IV42,reviewed,PSTK_HUMAN,
Q8NGL2,reviewed,OR5L1_HUMAN,
P0DPF4,reviewed,TVA35_HUMAN,
Q96MT0,reviewed,YJ006_HUMAN,
P0C623,reviewed,OR4Q2_HUMAN,
Q9HAV5,reviewed,TNR27_HUMAN,
Q8TDB4,reviewed,HUMMR_HUMAN,
Q9ULT8,reviewed,HECD1_HUMAN,
Q8N9Y4,reviewed,F181A_HUMAN,
Q8IY37,reviewed,DHX37_HUMAN,
A0A1B0GVH4,reviewed,PRS51_HUMAN,
P35462,reviewed,DRD3_HUMAN,
A0A0C4DH73,reviewed,KV112_HUMAN,
Q8TE82,reviewed,S3TC1_HUMAN,
Q9C0C7,reviewed,AMRA1_HUMAN,
Q8TED0,reviewed,UTP15_HUMAN,
Q8NCA5,reviewed,FA98A_HUMAN,
O75420,reviewed,GGYF1_HUMAN,
Q6ECI4,reviewed,ZN470_HUMAN,
Q13112,reviewed,CAF1B_HUMAN,
A0A0A0MTA7,reviewed,TJB21_HUMAN,
P0DPF7,reviewed,TVB63_HUMAN,
Q8TC36,reviewed,SUN5_HUMAN,
Q156A1,reviewed,ATX8_HUMAN,
Q96MT1,reviewed,RN145_HUMAN,
O00241,reviewed,SIRB1_HUMAN,
Q96GA3,reviewed,LTV1_HUMAN,
O15353,reviewed,FOXN1_HUMAN,
P08493,reviewed,MGP_HUMAN,
Q8IX94,reviewed,CTGE4_HUMAN,
Q9UBZ9,reviewed,REV1_HUMAN,
Q8IWS0,reviewed,PHF6_HUMAN,
Q63ZY6,reviewed,NSN5C_HUMAN,
Q8N3Y3,reviewed,LARG2_HUMAN,
A0A0G2JQZ4,unreviewed,A0A0G2JQZ4_HUMAN,
Q86Y33,reviewed,CD20B_HUMAN,
P26641,reviewed,EF1G_HUMAN,
A0A0C4DH72,reviewed,KV106_HUMAN,
Q86UT6,reviewed,NLRX1_HUMAN,
P13987,reviewed,CD59_HUMAN,
Q9C0C6,reviewed,CIPC_HUMAN,
Q9BQK8,reviewed,LPIN3_HUMAN,
O95136,reviewed,S1PR2_HUMAN,
P28370,reviewed,SMCA1_HUMAN,
Q96CT2,reviewed,KLH29_HUMAN,
Q13113,reviewed,PDZ1I_HUMAN,
P12544,reviewed,GRAA_HUMAN,
P0DPF6,reviewed,CB27B_HUMAN,
Q8IXK2,reviewed,GLT12_HUMAN,
P50225,reviewed,ST1A1_HUMAN,
P00488,reviewed,F13A_HUMAN,
Q9Y343,reviewed,SNX24_HUMAN,
P46926,reviewed,GNPI1_HUMAN,
Q8IX95,reviewed,CTGE3_HUMAN,
Q8NFR9,reviewed,I17RE_HUMAN,
P06340,reviewed,DOA_HUMAN,
Q9H665,reviewed,IGFR1_HUMAN,
Q9H9B4,reviewed,SFXN1_HUMAN,
Q08426,reviewed,ECHP_HUMAN,
Q86Y30,reviewed,BAGE2_HUMAN,
Q06455,reviewed,MTG8_HUMAN,
P26640,reviewed,SYVC_HUMAN,
Q86UT5,reviewed,NHRF4_HUMAN,
P13984,reviewed,T2FB_HUMAN,
Q5T7R7,reviewed,CA185_HUMAN,
Q96MT7,reviewed,CFA44_HUMAN,
P03372,reviewed,ESR1_HUMAN,
P50222,reviewed,MEOX2_HUMAN,
P0C626,reviewed,OR5G3_HUMAN,
Q9Y342,reviewed,PLLP_HUMAN,
A8K554,reviewed,ZN815_HUMAN,
Q9HAV0,reviewed,GBB4_HUMAN,
P43897,reviewed,EFTS_HUMAN,
Q8IY34,reviewed,S15A3_HUMAN,
Q8N3Y1,reviewed,FBXW8_HUMAN,
Q5TIA1,reviewed,MEI1_HUMAN,
P13985,reviewed,HRES1_HUMAN,
Q53QV2,reviewed,LBH_HUMAN,
Q13111,reviewed,CAF1A_HUMAN,
P36578,reviewed,RL4_HUMAN,
Q8IXK0,reviewed,PHC2_HUMAN,
Q6NVV9,reviewed,ADAM5_HUMAN,
Q96MT4,reviewed,CF195_HUMAN,
Q99607,reviewed,ELF4_HUMAN,
O00244,reviewed,ATOX1_HUMAN,
Q9UKS6,reviewed,PACN3_HUMAN,
Q9GZT6,reviewed,CC90B_HUMAN,
Q93099,reviewed,HGD_HUMAN,
Q8TDB8,reviewed,GTR14_HUMAN,
Q5QGT7,reviewed,RTP2_HUMAN,
P09172,reviewed,DOPO_HUMAN,
Q8N5Y2,reviewed,MS3L1_HUMAN,
Q6ICB0,reviewed,DESI1_HUMAN,
O60902,reviewed,SHOX2_HUMAN,
O95139,reviewed,NDUB6_HUMAN,
Q8TED4,reviewed,G6PT3_HUMAN,
P0DPF3,reviewed,NBPF9_HUMAN,
Q9UKS7,reviewed,IKZF2_HUMAN,
Q6P435,reviewed,SMG1L_HUMAN,
Q93098,reviewed,WNT8B_HUMAN,
O43286,reviewed,B4GT5_HUMAN,
Q8IX90,reviewed,SKA3_HUMAN,
Q6IF00,reviewed,OR2T2_HUMAN,
Q8N3Y7,reviewed,RDHE2_HUMAN,
Q86Y37,reviewed,CACL1_HUMAN,
P19237,reviewed,TNNI1_HUMAN,
Q9UFV3,reviewed,YO007_HUMAN,
Q0IIM8,reviewed,TBC8B_HUMAN,
Q9C0C2,reviewed,TB182_HUMAN,
Q8IUQ4,reviewed,SIAH1_HUMAN,
Q96HM7,reviewed,PED1B_HUMAN,
P52907,reviewed,CAZA1_HUMAN,
Q6P575,reviewed,BGP11_HUMAN,
O75425,reviewed,MSPD3_HUMAN,
Q13117,reviewed,DAZ2_HUMAN,
P0DPF2,reviewed,NBPFK_HUMAN,
Q9GZT4,reviewed,SRR_HUMAN,
Q93097,reviewed,WNT2B_HUMAN,
P50221,reviewed,MEOX1_HUMAN,
O43281,reviewed,EFS_HUMAN,
O15182,reviewed,CETN3_HUMAN,
Q86Y34,reviewed,AGRG3_HUMAN,
Q9Y5F9,reviewed,PCDGI_HUMAN,
Q5HYR2,reviewed,DMRTC_HUMAN,
Q15848,reviewed,ADIPO_HUMAN,
O75426,reviewed,FBX24_HUMAN,
Q6NXR4,reviewed,TTI2_HUMAN,
P41181,reviewed,AQP2_HUMAN,
Q13114,reviewed,TRAF3_HUMAN,
Q9NY28,reviewed,GALT8_HUMAN,
Q8IYM1,reviewed,SEP12_HUMAN,
Q8NI77,reviewed,KI18A_HUMAN,
P61970,reviewed,NTF2_HUMAN,
Q9GZT5,reviewed,WN10A_HUMAN,
Q93096,reviewed,TP4A1_HUMAN,
P09211,reviewed,GSTP1_HUMAN,
Q4VXA5,reviewed,KHDC1_HUMAN,
P25089,reviewed,FPR3_HUMAN,
O43280,reviewed,TREA_HUMAN,
Q8N2A0,reviewed,CX062_HUMAN,
Q8N6N2,reviewed,TTC9B_HUMAN,
Q8WUA7,reviewed,TB22A_HUMAN,
Q7Z418,reviewed,KCNKI_HUMAN,
P61278,reviewed,SMS_HUMAN,
Q9Y5F8,reviewed,PCDGJ_HUMAN,
P19235,reviewed,EPOR_HUMAN,
Q9UFV1,reviewed,TBC29_HUMAN,
Q9NW68,reviewed,BSDC1_HUMAN,
O60907,reviewed,TBL1X_HUMAN,
Q15849,reviewed,UT2_HUMAN,
O75427,reviewed,LRCH4_HUMAN,
P41180,reviewed,CASR_HUMAN,
Q13115,reviewed,DUS4_HUMAN,
Q8IYM0,reviewed,F186B_HUMAN,
Q96MT8,reviewed,CEP63_HUMAN,
Q99603,reviewed,TRGV9_HUMAN,
Q9UNX9,reviewed,KCJ14_HUMAN,
P09210,reviewed,GSTA2_HUMAN,
O43283,reviewed,M3K13_HUMAN,
P15559,reviewed,NQO1_HUMAN,
Q8NHY0,reviewed,B4GN2_HUMAN,
Q8N6N3,reviewed,CA052_HUMAN,
Q7Z419,reviewed,R144B_HUMAN,
Q9P0S9,reviewed,TM14C_HUMAN,
P57682,reviewed,KLF3_HUMAN,
P21781,reviewed,FGF7_HUMAN,
Q6ICB4,reviewed,SESQ2_HUMAN,
O60906,reviewed,NSMA_HUMAN,
Q2YD98,reviewed,UVSSA_HUMAN,
Q9GZT3,reviewed,SLIRP_HUMAN,
Q9Y2G5,reviewed,OFUT2_HUMAN,
P0C628,reviewed,O5AC1_HUMAN,
Q8NHY3,reviewed,GA2L2_HUMAN,
Q5XG87,reviewed,PAPD7_HUMAN,
Q17R60,reviewed,IMPG1_HUMAN,
Q8IUQ0,reviewed,CLVS1_HUMAN,
P15090,reviewed,FABP4_HUMAN,
Q9NWR8,reviewed,MCUB_HUMAN,
Q9BSH4,reviewed,TACO1_HUMAN,
Q9Y3M8,reviewed,STA13_HUMAN,
O60739,reviewed,EIF1B_HUMAN,
P41182,reviewed,BCL6_HUMAN,
Q5M9Q1,reviewed,NKAPL_HUMAN,
Q8IYM2,reviewed,SLN12_HUMAN,
Q9HD33,reviewed,RM47_HUMAN,
Q6NVV7,reviewed,CDPF1_HUMAN,
Q3KNW1,reviewed,SNAI3_HUMAN,
P26927,reviewed,HGFL_HUMAN,
Q9Y2G4,reviewed,ANKR6_HUMAN,
P0C629,reviewed,O10J4_HUMAN,
Q9NPH3,reviewed,IL1AP_HUMAN,
Q01581,reviewed,HMCS1_HUMAN,
Q8NHY2,reviewed,COP1_HUMAN,
Q5TGL8,reviewed,PXDC1_HUMAN,
Q7Z5S9,reviewed,TM144_HUMAN,
Q8WUA4,reviewed,TF3C2_HUMAN,
Q06323,reviewed,PSME1_HUMAN,
Q86WK6,reviewed,AMGO1_HUMAN,
Q86Y38,reviewed,XYLT1_HUMAN,
Q8IZ41,reviewed,RASEF_HUMAN,
A8K2U0,reviewed,A2ML1_HUMAN,
Q8N5Y8,reviewed,PAR16_HUMAN,
Q9BSH5,reviewed,HDHD3_HUMAN,
Q9Y3M9,reviewed,ZN337_HUMAN,
Q6NXR0,reviewed,IIGP5_HUMAN,
Q13118,reviewed,KLF10_HUMAN,
Q96SD1,reviewed,DCR1C_HUMAN,
Q9HD34,reviewed,LYRM4_HUMAN,
Q494U1,reviewed,PKHN1_HUMAN,
Q6NVV0,reviewed,MKRN5_HUMAN,
Q9Y2G7,reviewed,ZFP30_HUMAN,
Q9NPH2,reviewed,INO1_HUMAN,
Q8NHY5,reviewed,HUS1B_HUMAN,
Q5XG85,reviewed,U633C_HUMAN,
Q8N6N6,reviewed,NATD1_HUMAN,
Q96A37,reviewed,RN166_HUMAN,
Q86WK7,reviewed,AMGO3_HUMAN,
Q86Y39,reviewed,NDUAB_HUMAN,
Q8IZ40,reviewed,RCOR2_HUMAN,
Q9NW64,reviewed,RBM22_HUMAN,
A0A2R8Y747,unreviewed,A0A2R8Y747_HUMAN,
Q6NVV1,reviewed,R13P3_HUMAN,
A6NJ78,reviewed,MET15_HUMAN,
Q8NDQ6,reviewed,ZN540_HUMAN,
Q93091,reviewed,RNAS6_HUMAN,
Q12860,reviewed,CNTN1_HUMAN,
P22694,reviewed,KAPCB_HUMAN,
Q8N6N7,reviewed,ACBD7_HUMAN,
Q8WUA2,reviewed,PPIL4_HUMAN,
Q9UBZ4,reviewed,APEX2_HUMAN,
Q8NC56,reviewed,LEMD2_HUMAN,
A0A1B0GTH9,reviewed,ZN475_HUMAN,
Q15842,reviewed,KCNJ8_HUMAN,
O75323,reviewed,NIPS2_HUMAN,
P47883,reviewed,OR3A4_HUMAN,
Q9HD36,reviewed,B2L10_HUMAN,
Q99608,reviewed,NECD_HUMAN,
Q969P0,reviewed,IGSF8_HUMAN,
Q9Y2G1,reviewed,MYRF_HUMAN,
Q8WYP3,reviewed,RIN2_HUMAN,
O95793,reviewed,STAU1_HUMAN,
Q9NPH0,reviewed,PPA6_HUMAN,
P14784,reviewed,IL2RB_HUMAN,
P22695,reviewed,QCR2_HUMAN,
Q9H1F0,reviewed,WF10A_HUMAN,
P59861,reviewed,D131A_HUMAN,
P52803,reviewed,EFNA5_HUMAN,
Q96A35,reviewed,RM24_HUMAN,
Q7Z412,reviewed,PEX26_HUMAN,
Q86WK9,reviewed,PAQR7_HUMAN,
A6NGS2,reviewed,ERIC4_HUMAN,
P09871,reviewed,C1S_HUMAN,
Q15843,reviewed,NEDD8_HUMAN,
P31314,reviewed,TLX1_HUMAN,
Q6NVV3,reviewed,NIPA3_HUMAN,
Q3KNW5,reviewed,SOAT_HUMAN,
Q9Y2G0,reviewed,EFR3B_HUMAN,
P22692,reviewed,IBP4_HUMAN,
Q8NHY6,reviewed,ZFP28_HUMAN,
P0C7M8,reviewed,CLC2L_HUMAN,
A0A0K0K1D8,reviewed,TVB61_HUMAN,
Q8NC54,reviewed,KCT2_HUMAN,
A0A087WUV0,reviewed,ZN892_HUMAN,
Q9Y5F1,reviewed,PCDBC_HUMAN,
Q8TCH9,reviewed,YV004_HUMAN,
P30990,reviewed,NEUT_HUMAN,
Q5HY64,reviewed,FA47C_HUMAN,
O60732,reviewed,MAGC1_HUMAN,
P47881,reviewed,OR3A1_HUMAN,
Q9BUX1,reviewed,CHAC1_HUMAN,
P61978,reviewed,HNRPK_HUMAN,
P16118,reviewed,F261_HUMAN,
Q969P6,reviewed,TOP1M_HUMAN,
Q9Y2G3,reviewed,AT11B_HUMAN,
Q8WYP5,reviewed,ELYS_HUMAN,
Q96T37,reviewed,RBM15_HUMAN,
Q9NPH6,reviewed,OBP2B_HUMAN,
Q8N2A8,reviewed,PLD6_HUMAN,
A8MT19,reviewed,RHN2P_HUMAN,
Q16520,reviewed,BATF_HUMAN,
Q96RB7,reviewed,OR5MB_HUMAN,
Q96A33,reviewed,CCD47_HUMAN,
Q7Z410,reviewed,TMPS9_HUMAN,
Q9Y5F0,reviewed,PCDBD_HUMAN,
P23588,reviewed,IF4B_HUMAN,
Q01974,reviewed,ROR2_HUMAN,
Q9H410,reviewed,DSN1_HUMAN,
Q9Y3M2,reviewed,CBY1_HUMAN,
O60733,reviewed,PLPL9_HUMAN,
Q5VWQ0,reviewed,RSBN1_HUMAN,
P07858,reviewed,CATB_HUMAN,
Q9Y2G2,reviewed,CARD8_HUMAN,
Q12864,reviewed,CAD17_HUMAN,
Q9NPH5,reviewed,NOX4_HUMAN,
Q9Y698,reviewed,CCG2_HUMAN,
P0C7M6,reviewed,IQCF3_HUMAN,
Q96A32,reviewed,MYL11_HUMAN,
Q9Y5F3,reviewed,PCDB1_HUMAN,
Q9NW61,reviewed,PKHJ1_HUMAN,
P60827,reviewed,C1QT8_HUMAN,
A8MUU1,reviewed,FB5L3_HUMAN,
Q53RY4,reviewed,KCP3_HUMAN,
Q01973,reviewed,ROR1_HUMAN,
Q96I82,reviewed,KAZD1_HUMAN,
Q9BSH3,reviewed,NICN1_HUMAN,
Q15846,reviewed,CLUL1_HUMAN,
O94979,reviewed,SC31A_HUMAN,
P47887,reviewed,OR1E2_HUMAN,
P36575,reviewed,ARRC_HUMAN,
Q68G74,reviewed,LHX8_HUMAN,
P14780,reviewed,MMP9_HUMAN,
Q9Y697,reviewed,NFS1_HUMAN,
P0C7M7,reviewed,ACSM4_HUMAN,
Q5VTJ3,reviewed,KLD7A_HUMAN,
Q5R387,reviewed,PA2GC_HUMAN,
Q9Y5F2,reviewed,PCDBB_HUMAN,
Q9P0S2,reviewed,COX16_HUMAN,
Q499Y3,reviewed,YJ016_HUMAN,
Q15847,reviewed,ADIRF_HUMAN,
O75326,reviewed,SEM7A_HUMAN,
P47884,reviewed,OR1D4_HUMAN,
Q68G75,reviewed,LEMD1_HUMAN,
Q969P5,reviewed,FBX32_HUMAN,
Q9UNX3,reviewed,RL26L_HUMAN,
Q9GZT8,reviewed,NIF3L_HUMAN,
Q5SWL7,reviewed,PRA14_HUMAN,
Q12866,reviewed,MERTK_HUMAN,
A3KFT3,reviewed,OR2M5_HUMAN,
Q9Y696,reviewed,CLIC4_HUMAN,
P0C7M4,reviewed,RHF2B_HUMAN,
Q7Z417,reviewed,NUFP2_HUMAN,
P28715,reviewed,ERCC5_HUMAN,
Q9P0S3,reviewed,ORML1_HUMAN,
A0A0A6YYG3,reviewed,TVB68_HUMAN,
Q8NCQ2,reviewed,CNAS1_HUMAN,
P09874,reviewed,PARP1_HUMAN,
C9JQL5,reviewed,DSA2D_HUMAN,
O75325,reviewed,LRRN2_HUMAN,
O95198,reviewed,KLHL2_HUMAN,
Q96KM6,reviewed,Z512B_HUMAN,
Q9UNX4,reviewed,WDR3_HUMAN,
Q9GZT9,reviewed,EGLN1_HUMAN,
P0CF75,reviewed,EBLN1_HUMAN,
Q9HB75,reviewed,PIDD1_HUMAN,
A6NKW6,reviewed,SHL2B_HUMAN,
Q52LC2,reviewed,VAS1L_HUMAN,
Q8NC51,reviewed,SERB1_HUMAN,
A6NIK2,reviewed,LR10B_HUMAN,
P01222,reviewed,TSHB_HUMAN,
A0A0A6YYG2,reviewed,TVB66_HUMAN,
Q8NCQ3,reviewed,NC301_HUMAN,
Q01970,reviewed,PLCB3_HUMAN,
Q16739,reviewed,CEGT_HUMAN,
P37837,reviewed,TALDO_HUMAN,
O75324,reviewed,SNN_HUMAN,
A0A075B7B8,unreviewed,A0A075B7B8_HUMAN,
O95199,reviewed,RCBT2_HUMAN,
Q8NBM4,reviewed,UBAC2_HUMAN,
Q13018,reviewed,PLA2R_HUMAN,
Q9NPH9,reviewed,IL26_HUMAN,
Q5I0G3,reviewed,MDH1B_HUMAN,
P0CF74,reviewed,IGLC6_HUMAN,
Q15223,reviewed,NECT1_HUMAN,
O95544,reviewed,NADK_HUMAN,
Q9Y694,reviewed,S22A7_HUMAN,
Q96DF8,reviewed,ESS2_HUMAN,
Q9Y5F7,reviewed,PCDGL_HUMAN,
P59539,reviewed,T2R45_HUMAN,
P0DOY3,reviewed,IGLC3_HUMAN,
Q9BRQ8,reviewed,FSP1_HUMAN,
O95196,reviewed,CSPG5_HUMAN,
A6NNB3,reviewed,IFM5_HUMAN,
P04083,reviewed,ANXA1_HUMAN,
P16112,reviewed,PGCA_HUMAN,
Q07912,reviewed,ACK1_HUMAN,
Q9Y2G9,reviewed,SBNO2_HUMAN,
