drug_id,drugname,drug_type,approved,experimental,illicit,investigational,nutraceutical,withdrawn
DB01989,b'Methyl N-{[(1R)-1-({1-[(benzyloxy)carbonyl]-L-prolyl-6-ammonio-L-norleucyl}amino)-2-phenylethyl](hydroxy)phosphoryl}-L-alanyl-L-prolinate',small molecule,0,1,0,0,0,0
DB01990,b'Cholesterol sulfate',small molecule,0,1,0,0,0,0
DB01991,b'TU-514',small molecule,0,1,0,0,0,0
DB01992,b'Coenzyme A',small molecule,0,0,0,1,1,0
DB01993,"b""N-(5'-Phosphopyridoxyl)-D-Alanine""",small molecule,0,1,0,0,0,0
DB01996,b'3-Methylpyridine',small molecule,0,1,0,0,0,0
DB01997,b'3-Bromo-7-Nitroindazole',small molecule,0,1,0,0,0,0
DB01998,"b'2-[3,4-Dihydroxy-2-Hydroxymethyl-5-(2-Hydroxy-Nonyl)-Tetrahydro-Furan-2-Yloxy]-6-Hydroxymethyl-Tetra Hydro-Pyran-3,4,5-Triol'",small molecule,0,1,0,0,0,0
DB02001,"b'5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine'",small molecule,0,1,0,0,0,0
DB02004,"b'5-(Aminomethyl)-6-(2,4-Dichlorophenyl)-2-(3,5-Dimethoxyphenyl)Pyrimidin-4-Amine'",small molecule,0,1,0,0,0,0
DB02005,b'2-Oxo-3-Pentenoic Acid',small molecule,0,1,0,0,0,0
DB02007,b'alpha-D-glucose 6-phosphate',small molecule,0,1,0,0,0,0
DB02008,b'1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine',small molecule,0,1,0,0,0,0
DB02010,b'Staurosporine',small molecule,0,1,0,0,0,0
DB02011,b'N-(Phosphonoacetyl)-L-Ornithine',small molecule,0,1,0,0,0,0
DB02014,"b'5-(2-Fluoro-5-{(1E)-3-[3-hydroxy-2-(methoxycarbonyl)phenoxy]-1-propen-1-yl}phenyl)-1,2-oxazole-3-carboxylic acid'",small molecule,0,1,0,0,0,0
DB02015,b'Dihydrofolic Acid',small molecule,0,1,0,0,0,0
DB02016,b'R048-8071',small molecule,0,1,0,0,0,0
DB02017,b'Imidazole-Derived Cellobiose',small molecule,0,1,0,0,0,0
DB02018,b'Amido Phenyl Pyruvic Acid',small molecule,0,1,0,0,0,0
DB02019,b'Acetyl Dithranol',small molecule,0,1,0,0,0,0
DB02020,b'Alrestatin',small molecule,0,1,0,0,0,0
DB02021,b'Fidarestat',small molecule,0,1,0,0,0,0
DB02022,b'4-Amino-5-Hydroxymethyl-2-Methylpyrimidine',small molecule,0,1,0,0,0,0
DB02023,b'8-oxo-dGMP',small molecule,0,1,0,0,0,0
DB02024,b'3-phenylpropionic acid',small molecule,0,1,0,0,0,0
DB02027,"b""N-{(4S)-4-Amino-5-[(2-aminoethyl)amino]pentyl}-N'-nitroguanidine""",small molecule,0,1,0,0,0,0
DB02028,"b'(1R,2R,3S,4R,6S)-3,4,6-Trihydroxy-5-{[(S)-hydroxy(3-hydroxy-2-oxopropoxy)phosphoryl]oxy}-1,2-cyclohexanediyl bis[dihydrogen (phosphate)]'",small molecule,0,1,0,0,0,0
DB02029,"b""N-Cyclohexyl-N'-(4-Iodophenyl)Urea""",small molecule,0,1,0,0,0,0
DB02030,"b""Alpha-Ribazole-5'-Phosphate""",small molecule,0,1,0,0,0,0
DB02031,"b'(6S)-5,6,7,8-tetrahydrofolic acid'",small molecule,0,1,0,0,0,0
DB02032,b'1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid',small molecule,0,1,0,0,0,0
DB02034,b'Tridolgosir',small molecule,0,1,0,0,0,0
DB02035,b'1-Hexadecylsulfonyl Fluoride',small molecule,0,1,0,0,0,0
DB02036,"b'2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide'",small molecule,0,1,0,0,0,0
DB02038,"b'D-[3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl]-N,O-cycloserylamide'",small molecule,0,1,0,0,0,0
DB02039,b'S-Acetyl-Cysteine',small molecule,0,1,0,0,0,0
DB02041,b'Isoluminol',small molecule,0,1,0,0,0,0
DB02042,b'2-(2-{2-[2-(2-Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol',small molecule,0,1,0,0,0,0
DB02043,"b'1,2-Dipalmitoyl-Phosphatidyl-Glycerole'",small molecule,0,1,0,0,0,0
DB02044,b'N-[3-(aminomethyl)benzyl]acetamidine',small molecule,0,1,0,0,0,0
DB02045,b'Amylamine',small molecule,0,1,0,0,0,0
DB02046,b'N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid',small molecule,0,1,0,0,0,0
DB02047,"b""2-(1,1'-Biphenyl-4-Yl)Propanoic Acid""",small molecule,0,1,0,0,0,0
DB02048,"b'1,2,4-Triazole-Carboxamidine'",small molecule,0,1,0,0,0,0
DB02049,b'2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide',small molecule,0,1,0,0,0,0
DB02052,"b""Indirubin-3'-monoxime""",small molecule,0,1,0,0,0,0
DB02053,b'Ribose-5-phosphate',small molecule,0,1,0,0,0,0
DB02054,b'Gabaculine',small molecule,0,1,0,0,0,0
DB02056,b'Prostaglandin D2',small molecule,0,0,0,1,0,0
DB02057,b'(S)-AMPA',small molecule,0,1,0,0,0,0
DB02058,b'3-[4-(1-formylpiperazin-4-yl)-benzylidenyl]-2-indolinone',small molecule,0,1,0,0,0,0
DB02059,b'Adenosine-5-Diphosphoribose',small molecule,0,1,0,0,0,0
DB02060,b'Cyclohexanone',small molecule,0,1,0,0,0,0
DB02061,b'Cellobiose',small molecule,0,1,0,0,0,0
DB02062,"b""N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine""",small molecule,0,1,0,0,0,0
DB02063,b'CRA_16847',small molecule,0,1,0,0,0,0
DB02065,b'4-Deoxylactose',small molecule,0,1,0,0,0,0
DB02066,b'N7-Methyl-Formycin A',small molecule,0,1,0,0,0,0
DB02067,b'Triglu-5-formyl-tetrahydrofolate',small molecule,0,1,0,0,0,0
DB02068,b'Delta-Amino Valeric Acid',small molecule,0,1,0,0,0,0
DB02069,b'N-(2-Flouro-Benzyl)-4-Sulfamoyl-Benzamide',small molecule,0,1,0,0,0,0
DB02071,b'WAY-151693',small molecule,0,1,0,0,0,0
DB02072,"b'2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Thiopyran-3-Carboxylic Acid'",small molecule,0,1,0,0,0,0
DB02073,b'Biliverdine IX Alpha',small molecule,0,1,0,0,0,0
DB02075,"b'[(2R,3R,4S,5S)-3,4-Dihydroxy-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)-2-pyrrolidinyl]methyl dihydrogen phosphate'",small molecule,0,1,0,0,0,0
DB02076,b'6-phospho-D-gluconic acid',small molecule,0,1,0,0,0,0
DB02077,b'L-N(omega)-nitroarginine-(4R)-amino-L-proline amide',small molecule,0,1,0,0,0,0
DB02078,b'Triglyme',small molecule,0,1,0,0,0,0
DB02079,b'Aminooxyacetic acid',small molecule,0,1,0,0,0,0
DB02080,"b'1-{2-[2-(2-Methoxyethoxy)Ethoxy]Ethoxy}-4-(1,1,3,3-Tetramethylbutyl)Benzene'",small molecule,0,1,0,0,0,0
DB02081,b'Bis-Benzamidine',small molecule,0,1,0,0,0,0
DB02082,b'Phosphoaminophosphonic acid guanylate ester',small molecule,0,1,0,0,0,0
DB02083,"b'N,N-dimethylglycine'",small molecule,0,1,0,0,0,0
DB02084,b'CRA_17312',small molecule,0,1,0,0,0,0
DB02085,b'1-Aminocyclopropanecarboxylic Acid',small molecule,0,1,0,0,0,0
DB02087,"b'3,5-Difluorobenzenesulfonamide'",small molecule,0,1,0,0,0,0
DB02088,b'Norleucine Phosphonate',small molecule,0,1,0,0,0,0
DB02089,b'CP-526423',small molecule,0,1,0,0,0,0
DB02090,b'A Disubstituted Succinyl Caprolactam Hydroxymate Mmp3inhibitor',small molecule,0,1,0,0,0,0
DB02091,"b'4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine'",small molecule,0,1,0,0,0,0
DB02092,b'Cholesteryl Linoleate',small molecule,0,1,0,0,0,0
DB02093,b'5-phospho-D-arabinohydroxamic acid',small molecule,0,1,0,0,0,0
DB02094,b'N-2-Thiophen-2-Yl-Acetamide Boronic Acid',small molecule,0,1,0,0,0,0
DB02095,b'Isatin',small molecule,0,1,0,0,0,0
DB02096,b'FR221647',small molecule,0,1,0,0,0,0
DB02097,b'Cytidine',small molecule,0,1,0,0,0,0
DB02098,"b""Adenosine-2'-5'-Diphosphate""",small molecule,0,1,0,0,0,0
DB02101,"b'(S,R)-fidarestat'",small molecule,0,1,0,0,0,0
DB02103,b'2-Chlorodideoxyadenosine',small molecule,0,1,0,0,0,0
DB02104,"b'2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine'",small molecule,0,1,0,0,0,0
DB02105,"b'3,5-Dinitrocatechol'",small molecule,0,1,0,0,0,0
DB02106,"b'[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid'",small molecule,0,1,0,0,0,0
DB02107,b'Leucine - Reduced Carbonyl',small molecule,0,1,0,0,0,0
DB02108,b'2-Aminoethanimidic Acid',small molecule,0,1,0,0,0,0
DB02109,b'Hadacidin',small molecule,0,1,0,0,0,0
DB02110,b'Protoporphyrin Ix Containing Co',small molecule,0,1,0,0,0,0
DB02112,b'Zk-806450',small molecule,0,1,0,0,0,0
DB02113,b'6-Methylpurine',small molecule,0,1,0,0,0,0
DB02114,b'Para-Isopropylaniline',small molecule,0,1,0,0,0,0
DB02115,b'Daidzin',small molecule,0,1,0,0,0,0
DB02116,b'Olomoucine',small molecule,0,1,0,0,0,0
DB02118,b'CP-271485',small molecule,0,1,0,0,0,0
DB02119,"b'6-Hydroxymethyl-7,8-Dihydropterin'",small molecule,0,1,0,0,0,0
DB02120,"b'6-Amino-4-Hydroxymethyl-Cyclohex-4-Ene-1,2,3-Triol'",small molecule,0,1,0,0,0,0
DB02121,b'Butyramide',small molecule,0,1,0,0,0,0
DB02122,b'4-iodo-acetamido phenylboronic acid',small molecule,0,1,0,0,0,0
DB02123,b'Glycochenodeoxycholic Acid',small molecule,0,1,0,0,0,0
DB02124,"b'(2s,3s)-Trans-2,3-Dihydro-3-Hydroxyanthranilic Acid'",small molecule,0,1,0,0,0,0
DB02125,b'Adamantanone',small molecule,0,1,0,0,0,0
DB02126,b'4-Carboxycinnamic Acid',small molecule,0,1,0,0,0,0
DB02127,b'Methylphosphonic Acid Diisopropyl Ester',small molecule,0,1,0,0,0,0
DB02129,b'Dihydroorotic Acid',small molecule,0,1,0,0,0,0
DB02130,b'Vanillic acid',small molecule,0,1,0,0,0,0
DB02131,b'N-1-methylheptylformamide',small molecule,0,1,0,0,0,0
DB02132,b'Zenarestat',small molecule,0,1,0,0,0,0
DB02133,b'Chlorophyll A',small molecule,0,1,0,0,0,0
DB02134,b'Xanthine',small molecule,0,1,0,0,0,0
DB02135,"b'1-deoxy-1-{2,6,8-trioxo-7-[4-(phosphonooxy)butyl]-1,2,3,6,7,8-hexahydro-9H-purin-9-yl}-D-arabinitol'",small molecule,0,1,0,0,0,0
DB02137,b'Molybdenum cofactor',small molecule,0,1,0,0,0,0
DB02138,b'Diethyl 4-Methylbenzylphosphonate',small molecule,0,1,0,0,0,0
DB02139,b'(2e)-N-Allyl-4-{[3-(4-Bromophenyl)-5-Fluoro-1-Methyl-1h-Indazol-6-Yl]Oxy}-N-Methyl-2-Buten-1-Amine',small molecule,0,1,0,0,0,0
DB02140,b'N1-(1-Dimethylcarbamoyl-2-Phenyl-Ethyl)-2-Oxo-N4-(2-Pyridin-2-Yl-Ethyl)-Succinamide',small molecule,0,1,0,0,0,0
DB02141,"b""S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea""",small molecule,0,1,0,0,0,0
DB02142,"b""Pyridoxamine-5'-Phosphate""",small molecule,0,1,0,0,0,0
DB02143,b'1-hydroxy-2-isopropylguanidine',small molecule,0,1,0,0,0,0
DB02144,"b'1,2-diacyl-sn-glycero-3-phosphoinositol'",small molecule,0,1,0,0,0,0
DB02145,b'Butyl alcohol',small molecule,0,1,0,0,0,0
DB02147,b'Cyclo-Tetrametavanadate',small molecule,0,1,0,0,0,0
DB02148,b'3-Amino-4-Oxybenzyl-2-Butanone',small molecule,0,1,0,0,0,0
DB02151,b'Methionine Phosphonate',small molecule,0,1,0,0,0,0
DB02152,b'K-252a',small molecule,0,1,0,0,0,0
DB02153,b'3-sulfino-L-alanine',small molecule,0,1,0,0,0,0
DB02154,"b'2,3-Bis-Benzo[1,3]Dioxol-5-Ylmethyl-Succinic Acid'",small molecule,0,1,0,0,0,0
DB02155,b'3-[(3-sec-butyl-4-hydroxybenzoyl)amino]azepan-4-yl 4-(2-hydroxy-5-methoxybenzoyl)benzoate',small molecule,0,1,0,0,0,0
DB02158,"b'(2S,3S,4R,5S)-2-(4-Amino-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)-5-[(methylsulfanyl)methyl]-3,4-pyrrolidinediol'",small molecule,0,1,0,0,0,0
DB02159,b'(R)-Propylene glycol',small molecule,0,1,0,0,0,0
DB02160,b'S-Butyryl-Cystein',small molecule,0,1,0,0,0,0
DB02161,b'Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester',small molecule,0,1,0,0,0,0
DB02162,"b""5'-O-(N-Ethyl-Sulfamoyl)Adenosine""",small molecule,0,1,0,0,0,0
DB02163,"b'2,5-Xylidine'",small molecule,0,1,0,0,0,0
DB02164,b'N-sulfo-flavin mononucleotide',small molecule,0,1,0,0,0,0
DB02165,b'Zinc trihydroxide',small molecule,0,1,0,0,0,0
DB02166,b'Propidium',small molecule,0,1,0,0,0,0
DB02168,b'6-bromopurine',small molecule,0,1,0,0,0,0
DB02169,"b'9,10-Deepithio-9,10-Didehydroacanthifolicin'",small molecule,0,1,0,0,0,0
DB02170,"b'1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One'",small molecule,0,1,0,0,0,0
DB02172,"b'2,5-Dideoxy-2,5-Imino-D-Glucitol'",small molecule,0,1,0,0,0,0
DB02174,b'D-Glutamine',small molecule,0,1,0,0,0,0
DB02175,b'Malonic acid',small molecule,0,1,0,0,0,0
DB02177,b'1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine',small molecule,0,1,0,0,0,0
DB02178,b'Phenylacetaldehyde',small molecule,0,1,0,0,0,0
DB02180,b'Myristoyl-Coa',small molecule,0,1,0,0,0,0
DB02181,"b""2'-Deoxyguanosine-5'-Triphosphate""",small molecule,0,1,0,0,0,0
DB02182,b'Hybrid Between B and C Type Hemes (Protoporphyrin Ixcontaining Fe)',small molecule,0,1,0,0,0,0
DB02183,"b""Adenosine-5'-Ditungstate""",small molecule,0,1,0,0,0,0
DB02184,"b'D-1,4-dithiothreitol'",small molecule,0,1,0,0,0,0
DB02185,"b'2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One'",small molecule,0,1,0,0,0,0
DB02186,b'N-Acetyl-D-Galactosamine 6-Sulfate',small molecule,0,1,0,0,0,0
DB02187,b'Equilin',small molecule,0,1,0,0,0,0
DB02188,b'N-Methylmesoporphyrin Containing Copper',small molecule,0,1,0,0,0,0
DB02189,"b""2',3'-Dideoxyadenosine-5'-Triphosphate""",small molecule,0,1,0,0,0,0
DB02190,b'(S)-oxalosuccinic acid',small molecule,0,1,0,0,0,0
DB02191,"b'(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-Octahydroindolo[2,3-a]Quinolizin-7(6h)-One'",small molecule,0,1,0,0,0,0
DB02192,b'Phenylethyl alcohol',small molecule,0,1,0,0,0,0
DB02195,"b'3-(4-Fluorophenyl)-1-Hydroxy-2-(Pyridin-4-Yl)-1h-Pyrrolo[3,2-B]Pyridine'",small molecule,0,1,0,0,0,0
DB02196,b'Uridine-Diphosphate-N-Acetylgalactosamine',small molecule,0,1,0,0,0,0
DB02197,"b'4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide'",small molecule,0,1,0,0,0,0
DB02198,b'2-Bromoacetyl Group',small molecule,0,1,0,0,0,0
DB02201,b'Malonate Ion',small molecule,0,1,0,0,0,0
DB02205,"b'6-(1,1-Dimethylallyl)-2-(1-Hydroxy-1-Methylethyl)-2,3-Dihydro-7h-Furo[3,2-G]Chromen-7-One'",small molecule,0,1,0,0,0,0
DB02207,b'7-Nitroindazole',small molecule,0,1,0,0,0,0
DB02209,b'Pyridoxine phosphate',small molecule,0,1,0,0,0,0
DB02210,"b'Hexane-1,6-Diol'",small molecule,0,1,0,0,0,0
DB02211,b'N-Methyl-N-Propargyl-1(R)-Aminoindan',small molecule,0,1,0,0,0,0
DB02213,b'Metanitrophenyl-Alpha-D-Galactoside',small molecule,0,1,0,0,0,0
DB02214,"b'6,7-dioxo-5H-8-ribitylaminolumazine'",small molecule,0,1,0,0,0,0
DB02215,b'Furoyl-Leucine',small molecule,0,1,0,0,0,0
DB02216,b'S-Methylcysteine',small molecule,0,1,0,0,0,0
DB02217,b'Dpb-T',small molecule,0,1,0,0,0,0
DB02218,"b'N-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside'",small molecule,0,1,0,0,0,0
DB02220,b'AL7089A',small molecule,0,1,0,0,0,0
DB02221,"b'4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide'",small molecule,0,1,0,0,0,0
DB02222,"b'2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine'",small molecule,0,1,0,0,0,0
DB02223,b'LY231514 tetra glu',small molecule,0,1,0,0,0,0
DB02225,"b'1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine'",small molecule,0,1,0,0,0,0
DB02226,"b'3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-4-Yl]Hexyl]-Phenanthridinium'",small molecule,0,1,0,0,0,0
DB02228,b'2-deoxy-2-fluoro-beta-D-galactose',small molecule,0,1,0,0,0,0
DB02229,"b""5'-O-[(L-methionyl)-sulphamoyl]adenosine""",small molecule,0,1,0,0,0,0
DB02230,b'Immucillin-G',small molecule,0,1,0,0,0,0
DB02232,"b'1,2-Dihydroxybenzene'",small molecule,0,1,0,0,0,0
DB02233,b'6-hydroxy-D-norleucine',small molecule,0,1,0,0,0,0
DB02234,b'S-Ethylisothiourea',small molecule,0,1,0,0,0,0
DB02235,b'L-methionine (R)-S-oxide',small molecule,0,1,0,0,0,0
DB02236,b'Glycinamide Ribonucleotide',small molecule,0,1,0,0,0,0
DB02237,b'Maltotetraose',small molecule,0,1,0,0,0,0
DB02239,b'Laevulinic Acid',small molecule,0,1,0,0,0,0
DB02240,b'Quinacrine mustard',small molecule,0,1,0,0,0,0
DB02242,b'Cyclohexane Propionic Acid',small molecule,0,1,0,0,0,0
DB02243,b'4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide',small molecule,0,1,0,0,0,0
DB02247,b'Hydrolyzed Cephalothin',small molecule,0,1,0,0,0,0
DB02249,b'2-Ethoxyethanol',small molecule,0,1,0,0,0,0
DB02251,b'O-Succinylbenzoate',small molecule,0,1,0,0,0,0
DB02252,b'Iodophenyl',small molecule,0,1,0,0,0,0
DB02254,b'Trifluoro-thiamin phosphate',small molecule,0,1,0,0,0,0
DB02255,b'GM6001',small molecule,0,1,0,0,0,0
DB02256,"b""2'-Deoxyuridine""",small molecule,0,1,0,0,0,0
DB02257,b'N-Bromoacetyl-Aminoethyl Phosphate',small molecule,0,1,0,0,0,0
DB02258,b'SR11254',small molecule,0,1,0,0,0,0
DB02259,"b'3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid (4-Sulfamoyl-Phenyl)-Amide'",small molecule,0,1,0,0,0,0
DB02260,b'4-Oxosebacic Acid',small molecule,0,1,0,0,0,0
DB02261,b'Platelet Activating Factor',small molecule,0,1,0,0,0,0
DB02262,b'Orotic Acid',small molecule,0,1,0,1,0,0
DB02263,b'Glyceraldehyde-3-Phosphate',small molecule,0,1,0,0,0,0
DB02264,b'O2-Sulfo-Glucuronic Acid',small molecule,0,1,0,0,0,0
DB02265,b'Ethyl-Trimethyl-Silane',small molecule,0,1,0,0,0,0
DB02266,b'Flufenamic acid',small molecule,1,0,0,0,0,0
DB02267,b'Argininosuccinate',small molecule,0,1,0,0,0,0
DB02268,b'4-(Acetylamino)-3-Amino Benzoic Acid',small molecule,0,1,0,0,0,0
DB02269,b'[4-({[5-Benzyloxy-1-(3-Carbamimidoyl-Benzyl)-1h-Indole-2-Carbonyl]-Amino}-Methyl)-Phenyl]-Trimethyl-Ammonium',small molecule,0,1,0,0,0,0
DB02270,b'Dimethylallyl S-Thiolodiphosphate',small molecule,0,1,0,0,0,0
DB02271,b'S-(2-oxo)pentadecylcoa',small molecule,0,1,0,0,0,0
DB02272,b'Porphobilinogen',small molecule,0,1,0,0,0,0
DB02274,b'7-Keto-8-Aminopelargonic Acid',small molecule,0,1,0,0,0,0
DB02276,b'(S)-2-(Phosphonoxy)Caproyl-L-Leucyl-P-Nitroanilide',small molecule,0,1,0,0,0,0
DB02277,b'1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea',small molecule,0,1,0,0,0,0
DB02278,"b'7,8-dihydro-7,7-dimethyl-6-hydroxypterin'",small molecule,0,1,0,0,0,0
DB02279,b'Benzoylformic Acid',small molecule,0,1,0,0,0,0
DB02280,b'(R)-Mandelic acid',small molecule,0,1,0,0,0,0
DB02281,b'Formycin',small molecule,0,1,0,0,0,0
DB02282,"b""5'-Deoxy-5'-Methylthioadenosine""",small molecule,0,1,0,0,0,0
DB02283,b'2-Phenylamino-Ethanesulfonic Acid',small molecule,0,1,0,0,0,0
DB02285,b'Protoporphyrin',small molecule,0,1,0,0,0,0
DB02287,b'2-(2-Hydroxy-Phenyl)-3h-Benzoimidazole-5-Carboxamidine',small molecule,0,1,0,0,0,0
DB02288,b'CRA_9334',small molecule,0,1,0,0,0,0
DB02289,b'2-Aminopropanedioic Acid',small molecule,0,1,0,0,0,0
DB02290,"b'3-{2,6,8-trioxo-9-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate'",small molecule,0,1,0,0,0,0
DB02292,b'Irosustat',small molecule,0,0,0,1,0,0
DB02294,"b'(5R,6S,7S,8S)-5-hydroxymethyl-6,7,8-trihydroxy-tetrazolo[1,5-A]piperidine'",small molecule,0,1,0,0,0,0
DB02296,b'Isoamyl alcohol',small molecule,0,1,0,0,0,0
DB02297,b'2-Amino-6-Chloropyrazine',small molecule,0,1,0,0,0,0
DB02299,b'Arginineamide',small molecule,0,1,0,0,0,0
DB02300,b'Calcipotriol',small molecule,1,0,0,0,0,0
DB02301,"b'5,10-Methylene-6-Hydrofolic Acid'",small molecule,0,1,0,0,0,0
DB02302,"b'N3, N4-Dimethylarginine'",small molecule,0,1,0,0,0,0
DB02303,"b'(5S)-5-Iododihydro-2,4(1H,3H)-pyrimidinedione'",small molecule,0,1,0,0,0,0
DB02305,"b'4,5-Dehydro-D-Glucuronic Acid'",small molecule,0,1,0,0,0,0
DB02306,b'Palmitoyl-Linoleoyl Phosphatidylcholine',small molecule,0,1,0,0,0,0
DB02307,b'N-(1-carboxy-3-phenylpropyl)phenylalanyl-alpha-asparagine',small molecule,0,1,0,0,0,0
DB02308,"b'4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium'",small molecule,0,1,0,0,0,0
DB02309,b'5-monophosphate-9-beta-D-ribofuranosyl xanthine',small molecule,0,1,0,0,0,0
DB02310,"b'3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium'",small molecule,0,1,0,0,0,0
DB02311,b'Methyl Methylsulfinylmethyl Sulfide',small molecule,0,1,0,0,0,0
DB02312,b'beta-D-galactose 6-phosphate',small molecule,0,1,0,0,0,0
DB02314,"b""Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate""",small molecule,0,1,0,0,0,0
DB02315,b'Cyclic GMP',small molecule,0,1,0,0,0,0
DB02316,"b'1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid'",small molecule,0,1,0,0,0,0
DB02317,b'Alpha-D-Galactose-1-Phosphate',small molecule,0,1,0,0,0,0
DB02318,b'2-deoxy-2-fluoro-alpha-D-mannosyl fluoride',small molecule,0,1,0,0,0,0
DB02319,"b'5,6-dihydroxy-NADP'",small molecule,0,1,0,0,0,0
DB02320,b'N-beta-D-glucopyranosylacetamide',small molecule,0,1,0,0,0,0
DB02321,"b'5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol'",small molecule,0,1,0,0,0,0
DB02322,b'Heparin Disaccharide I-S',small molecule,0,1,0,0,0,0
DB02323,b'EM-1745',small molecule,0,1,0,0,0,0
DB02325,b'Isopropyl alcohol',small molecule,1,0,0,1,0,0
DB02326,b'1-Hydroxyamine-2-Isobutylmalonic Acid',small molecule,0,1,0,0,0,0
DB02327,b'Triethylene glycol',small molecule,0,1,0,0,0,0
DB02328,b'2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid',small molecule,0,1,0,0,0,0
DB02329,b'Carbenoxolone',small molecule,0,1,0,0,0,0
DB02332,b'Flavin-N7 protonated-adenine dinucleotide',small molecule,0,1,0,0,0,0
DB02333,"b""Deoxyuridine-5'-Triphosphate""",small molecule,0,1,0,0,0,0
DB02334,b'(R)-2-Hydroxy-3-Sulfopropanoic Acid',small molecule,0,1,0,0,0,0
DB02335,b'2-Aminothiazoline',small molecule,0,1,0,0,0,0
DB02336,b'RU83876',small molecule,0,1,0,0,0,0
DB02337,b'S-(D-Carboxybutyl)-L-Homocysteine',small molecule,0,1,0,0,0,0
DB02338,b'Nadph Dihydro-Nicotinamide-Adenine-Dinucleotidephosphate',small molecule,0,1,0,0,0,0
DB02339,b'Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin',small molecule,0,1,0,0,0,0
DB02340,b'N-Acetyl-Serine',small molecule,0,1,0,0,0,0
DB02341,"b'Mdl 101,146'",small molecule,0,1,0,0,0,0
DB02342,b'2-Methoxyestradiol',small molecule,0,0,0,1,0,0
DB02343,"b'3,6,9,12,15-Pentaoxaheptadecane'",small molecule,0,1,0,0,0,0
DB02345,b'Selenocysteine',small molecule,0,1,0,0,0,0
