InchiKey,Canonical_SMILES
BAYYCLWCHFVRLV-UHFFFAOYSA-N,CCNCC1CCN(C1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CC)F
ZVZRDFTXNAZBOX-UWVGGRQHSA-N,C[C@@H](C(=O)N[C@H]1CCN(C1)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F)N
QBDBUKJBJJWZMG-VIFPVBQESA-N,C[C@H]1CN(CCN1)C2=C(C=C3C(=C2OC(F)F)N(C=C(C3=O)C(=O)O)C4CC4)F
NQHNLNLJPDMBFN-UHFFFAOYSA-O,CCCCCCCCOC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)OCC[N+](C)(CC)CC
FNDDDNOJWPQCBZ-ZDUSSCGKSA-N,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCSCC3)F
ZLHZLMOSPGACSZ-NSHDSACASA-N,C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)OC(F)(F)F
CNKRAEIVSKYEGR-ZDUSSCGKSA-N,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3C=C(C=N3)C#N)F
QRXWMOHMRWLFEY-UHFFFAOYSA-N,C1=CN=CC=C1C(=O)NN
QXHHHPZILQDDPS-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
QUIJNHUBAXPXFS-XLJNKUFUSA-N,CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O
MPIPASJGOJYODL-UHFFFAOYSA-N,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
FHBQKTSCJKPYIO-XZGUSLHLSA-N,CC(C)CCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@@H](C7=C(C(=CC(=C7)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C9=C(C=CC(=C9)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)[C@@H](C(=O)N[C@H](CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)[NH3+])O)O)O)C(=O)[O-])O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O
MRUDSZSRLQAPOG-UHFFFAOYSA-N,CC(=O)NC1=C(C=CC(=C1)[As]2SCC(S2)CO)O
WDDPHFBMKLOVOX-CZKFYJPXSA-N,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)[18F])Cl)N
WDDPHFBMKLOVOX-AYQXTPAHSA-N,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N
CEGSUKYESLWKJP-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4
NZHGWWWHIYHZNX-CSKARUKUSA-N,COC1=C(C=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O)OC
VJJPUSNTGOMMGY-BQZFVAJISA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
HESSNRGIEVBPRB-QDDPNBLJSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@@H]1[C@H](C([C@@H](O1)N2C=CC(=NC2=O)N)(F)F)O
HESSNRGIEVBPRB-PLBXONRJSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@@H]1C(C([C@@H](O1)N2C=CC(=NC2=O)N)(F)F)O
UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
VJJPUSNTGOMMGY-MRVIYFEKSA-N,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
OASYWNFOHKQIGI-SVBPBHIXSA-N,CC(=O)O[C@@H]1[C@@H](C(OC2=CC(=C3C(=C12)N(C4=CC5=CC=CC=C5C=C4C3=O)C)OC)(C)C)OC(=O)C
OASYWNFOHKQIGI-UHFFFAOYSA-N,CC(=O)OC1C(C(OC2=CC(=C3C(=C12)N(C4=CC5=CC=CC=C5C=C4C3=O)C)OC)(C)C)OC(=O)C
NAMOLZVVTPNNTE-UHFFFAOYSA-N,CCN(CC)CCNC1=C2C(=C(C=C1)CNS(=O)(=O)C)SC3=CC=CC=C3C2=O
PWPNYABQEOGNNC-UHFFFAOYSA-N,CC1=CNC2=C1C(=NC=N2)N3CCC(CC3)(CN)C(=O)NC4=CC(=CC=C4)OC(=O)N(C)C
BXCVNDLGUWFNBK-UHFFFAOYSA-O,C[N+](C)(CC1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)Cl)Cl)C3CCOCC3
YUAALFPUEOYPNX-UHFFFAOYSA-N,CN1CCN(CC1)CC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)N(C)C)Cl
OURRXQUGYQRVML-AREMUKBSSA-N,CC1=CC(=C(C=C1)C(=O)OCC2=CC=C(C=C2)[C@@H](CN)C(=O)NC3=CC4=C(C=C3)C=NC=C4)C
HIANJWSAHKJQTH-UHFFFAOYSA-N,CC1=CC=CN2C1=NC=C(C2=O)C3=NNN=N3
AXTAPYRUEKNRBA-JTQLQIEISA-N,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4
JFVZFKDSXNQEJW-CQSZACIVSA-N,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C
OODSRGGFVDYOSH-HIQGCBGQSA-N,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F.C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N.C(=C/C(=O)O)\C(=O)O
VERWQPYQDXWOGT-LVJNJWHOSA-N,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F.C(=C/C(=O)O)\C(=O)O
JFVZFKDSXNQEJW-AWEZNQCLSA-N,C[C@@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C
DHBUGPKREPJNHI-RFXYBNFFSA-N,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N.C(=C/C(=O)O)\C(=O)O
OJHIOZPNHWHGKG-WHKHEBITSA-N,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.CN1C(=NNC1=O)CN2C=CC(=C(C2=O)OC3=CC(=CC(=C3)C#N)Cl)C(F)(F)F.C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N.C(=C/C(=O)O)\C(=O)O
TYFTWYMXUWCOOB-YICLCXKGSA-N,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C=O)NC(=O)OCC1=CC=CC=C1
IYJMSDVSVHDVGT-PEQKVOOWSA-N,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)OC
IYJMSDVSVHDVGT-HNDHMMHXSA-N,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)OC
SCKXBVLYWLLALY-CZCYGEDCSA-N,C=CC(=O)N1CC/C(=C\C2=CC(=C(C=C2)F)[N+](=O)[O-])/C(=O)/C(=C/C3=CC(=C(C=C3)F)[N+](=O)[O-])/C1
DLPIYBKBHMZCJI-WBVHZDCISA-N,CC[C@@H]([C@@H](C)O)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CN=C(C=C3C)C
YRYJJIXWWQLGGV-ZWKOTPCHSA-N,CCCCCCCCCCCCCCC[C@H]([C@H](C)N)O
JDUBGYFRJFOXQC-KRWDZBQOSA-N,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4
MHAJPDPJQMAIIY-UHFFFAOYSA-N,OO
ARJCBSRIPGJMAD-LLVKDONJSA-N,C1CCC(CC1)CCC[C@H](CC(=O)NO)C2=NC(=NO2)C(=O)N
MVSQDUZRRVBYLA-HYARGMPZSA-N,C/C(=N\NC(=O)C1=CC(=CC=C1)S(=O)(=O)N2CCN(CC2)C)/C3=C(C=CC(=C3)Cl)O
ZOBDWFRKFSPCRB-UNMCSNQZSA-N,CCC1=CC=CC=C1NC(=O)OC2=CC3=C(C=C2)N([C@@H]4[C@]3(CCN(O4)C)C)C
YQNRVGJCPCNMKT-LFVJCYFKSA-N,C=CCC1=C(C(=CC=C1)/C=N/NC(=O)C[NH+]2CCN(CC2)CC3=CC=CC=C3)[O-]
WCKZRLOUKYFJDY-UHFFFAOYSA-N,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)NC(=O)N
SIFNOOUKXBRGGB-AREMUKBSSA-N,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)[C@@H]3CCC4=C(C3)C=CC(=C4)O
UPALIKSFLSVKIS-UHFFFAOYSA-N,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N
XZAFZXJXZHRNAQ-STQMWFEESA-N,CN[C@H]1CN(C[C@@H]1OC)C2=NC3=C(C=C2)C(=O)C(=CN3C4=NC=CS4)C(=O)O
QTRALMGDQMIVFF-UHFFFAOYSA-N,CCOCCN(CC1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-])C(=O)C(Cl)Cl
IVUGFMLRJOCGAS-UHFFFAOYSA-N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
UJRRDDHEMZLWFI-UHFFFAOYSA-N,CC(=O)NC1=NC=C(S1)[N+](=O)[O-]
IPWKIXLWTCNBKN-UHFFFAOYSA-N,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]
IPWKIXLWTCNBKN-ZCFIWIBFSA-N,CC1=NC=C(N1C[C@@H](CCl)O)[N+](=O)[O-]
DBOZSKOENGSGEJ-UHFFFAOYSA-N,CC(C)(C)C1=CC(=C(C=C1)O)C(C2=NC=C(N2C)[N+](=O)[O-])O
FNSHYEAUAUHIMB-UHFFFAOYSA-N,CN1C(=CN=C1N2CCN(C2=O)S(=O)(=O)C)[N+](=O)[O-]
ZLHFILGSQDJULK-UHFFFAOYSA-N,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
UZWDCWONPYILKI-UHFFFAOYSA-N,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
LQVXSNNAFNGRAH-QHCPKHFHSA-N,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F
IGUBBWJDMLCRIK-UHFFFAOYSA-N,CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)NC3=C(C=C(C=C3)N4CCOCC4)OC
QNUKRWAIZMBVCU-WCIBSUBMSA-N,COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3
ZGRDYKFVDCFJCZ-UHFFFAOYSA-N,CCN1C(=NC(=N1)C2CCN(CC2)C(=O)CCO)C3=CN=C(C(=N3)C4=NN=C(O4)C(C)(C)C)N
UBPYILGKFZZVDX-UHFFFAOYSA-N,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
XEDWWPGWIXPVRQ-UHFFFAOYSA-N,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O
XIROXSOOOAZHLL-UHFFFAOYSA-N,CC(=O)C1=C(C(=C(C=C1)O)O)O
MXWZRRPNVLCHMY-UHFFFAOYSA-N,C1=CC2=C(C=CC(=O)C2=O)C=C1Br
RPHLQSHHTJORHI-UHFFFAOYSA-N,CN1CC(C2=CC(=O)C(=O)C=C21)O
QZPQTZZNNJUOLS-UHFFFAOYSA-N,CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C
IPMYMEWFZKHGAX-ZKSIBHASSA-N,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=O)C(=C4C(=C3)C(=CC(=C4O)O)[C@@H]5[C@@H](CC6=C(C=C(C=C6O5)O)O)O)O)O
ZCMFEWUYBFMLIN-UHFFFAOYSA-N,C1=CC(=C(C=C1C(=O)C2=NC(=CC3=CC(=C(C=C32)O)O)C(=O)O)O)O
UJCACMLMPLLRGW-UHFFFAOYSA-N,CC1=C(OC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C)S(=O)(=O)O
DTOSIQBPPRVQHS-PDBXOOCHSA-N,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
JAZBEHYOTPTENJ-JLNKQSITSA-N,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
KPOOEHKKVJXAEF-VPYKRRBTSA-N,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O
HOBAELRKJCKHQD-QNEBEIHSSA-N,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O
HOBAELRKJCKHQD-YHTMAJSVSA-N,CCCCC/C=C/C/C=C/C/C=C/CCCCCCC(=O)O
SFLSHLFXELFNJZ-QMMMGPOBSA-N,C1=CC(=C(C=C1[C@H](CN)O)O)O
SFLSHLFXELFNJZ-UHFFFAOYSA-N,C1=CC(=C(C=C1C(CN)O)O)O
HZCWPKGYTCJSEB-UHFFFAOYSA-N,CN(C)CCCN1C2=C3C(=C(C=C2)[N+](=O)[O-])NC4=C(C3=N1)C=C(C=C4)OC
BNQDCRGUHNALGH-UHFFFAOYSA-N,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O
FBSKJMQYURKNSU-ZLSOWSIRSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O
OXLZNBCNGJWPRV-UHFFFAOYSA-N,C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O
IPQVTOJGNYVQEO-UHFFFAOYSA-N,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O
ZHLWZRQBFUUDMG-PWABEOQWSA-J,COC1=CC(=C(C=C1N/N=C\2/C(=CC3=C(C2=O)C(=CC(=C3)S(=O)(=O)[O-])NC(=O)C4=C(C(=CC=C4)Cl)Cl)S(=O)(=O)[O-])OC)N/N=C\5/C(=CC6=C(C5=O)C(=CC(=C6)S(=O)(=O)[O-])NC(=O)C7=C(C=C(C=C7)Cl)Cl)S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]
NQPDXQQQCQDHHW-UHFFFAOYSA-N,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl
DSFNLJXHXBIKDS-UHFFFAOYSA-N,C1=CC=C(C=C1)OC2=CC=C(C=C2)CNC(=O)C3=NC(=NO3)C4=CC(=C(C(=C4)Br)O)Br
PQHLRGARXNPFCF-UHFFFAOYSA-N,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)Cl)NS(=O)(=O)C4=CC=C(S4)Cl
QWKAUGRRIXBIPO-UHFFFAOYSA-N,CCOC1=C(C(=C2C(=C1)CN(C2=N)CC(=O)C3=CC(=C(C(=C3)N4CCOCC4)OC)C(C)(C)C)F)OCC
YOQPCWIXYUNEET-UHFFFAOYSA-N,C1=CC(=CC=C1C(=NNC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])C3=CC=C(C=C3)O)O
VXMOONUMYLCFJD-XADRRFQNSA-N,CC1=C(C(C(=C(N1)C)C(=O)O[C@H]2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
ZKFQEACEUNWPMT-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C
WCWUXEGQKLTGDX-LLVKDONJSA-N,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OC[C@@H](C)O)C
BKVIWGRFRKLFIO-UHFFFAOYSA-N,COC1=CC(=CC(=C1)COC2=CC(=C(C=C2C(=O)CCC3CCN(CC3)CCNS(=O)(=O)C)Cl)N)OC
QSKQVZWVLOIIEV-NSHDSACASA-N,C[C@H]1CNCCCN1S(=O)(=O)C2=CC=CC3=CN=CC(=C32)F
KTUFNOKKBVMGRW-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
QDBPSMVYZMGGGG-UHFFFAOYSA-O,COC(=O)C1=CC=CC=C1C2=C3C=CC(=[NH2+])C(=C3OC4=C2C=CC(=C4Br)N)Br
WDVSHHCDHLJJJR-UHFFFAOYSA-N,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N
VZYCZNZBPPHOFY-UHFFFAOYSA-N,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
FRYUKTHFAUUZRK-HYBUGGRVSA-N,CCCCN1CC[C@@H]([C@H](C1)COC2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)N(C)C
UCQXHOZNZSIQIO-TZYHBYERSA-N,CCOC(=O)[C@@H]1[C@H](O1)C(=O)N[C@@H](CC(C)C)C(=O)N2CCN(CC2)CC3=C(C(=C(C=C3)OC)OC)OC
DBQMQBCSKXTCIJ-UHFFFAOYSA-N,C1CC1COC2=CC(=C(C=C2C(=O)NC3CN4CCC3CC4)Cl)N
OSJJYEUEJRVVOD-UHFFFAOYSA-N,C1CN(CCC1C(=O)N)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
QEVHRUUCFGRFIF-MDEJGZGSSA-N,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
HCKNYEGHWWKJLK-GOSISDBHSA-N,C1CCN2CCN3C(=NC4=C3C=CC(=C4)C5=CN6C=CN=C6C=C5)C[C@H]2C1
WFNRNNUZFPVBSM-UHFFFAOYSA-N,C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F
ZACWYYKZMLGOTG-UHFFFAOYSA-N,CCN1CCC(CC1)C2=CN3C(=O)C=C(N=C3C(=C2)C)C4=NN5C=C(N=C(C5=C4)C)C
MHDPPLULTMGBSI-LZGMGDPASA-N,C1=NC(=C2C(=N1)N(C(=N2)Cl)C3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
MHDPPLULTMGBSI-UUOKFMHZSA-N,C1=NC(=C2C(=N1)N(C(=N2)Cl)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
ZJDCGVDEEHWEIG-UHFFFAOYSA-N,CN1CC(C2=C(C1)C=C(C=C2)OC)C3=CC(=C(C=C3)Cl)Cl
XDSXYMOZKDUASY-INIZCTEOSA-N,C1CC1[C@@H](C2=NC3=C(C=CC(=C3C(=O)N2C4=CN=CC=C4)Cl)F)NC5=NC(=NC(=C5C#N)N)N
ZSCDBOWYZJWBIY-UHFFFAOYSA-N,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
SGTNSNPWRIOYBX-HUHUVLBOSA-N,CC(C)[C@@](CCCN([11CH3])CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
SGTNSNPWRIOYBX-MHZLTWQESA-N,CC(C)[C@](CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
NIJJYAXOARWZEE-UHFFFAOYSA-N,CCCC(CCC)C(=O)O
XUKUURHRXDUEBC-KAYWLYCHSA-N,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
FQCKMBLVYCEXJB-ZDYNVFCDSA-L,CC(C)C1=C(C(=C(N1CC[C@H](C[C@@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2]
SHZPNDRIDUBNMH-NIJVSVLQSA-L,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.O.O.O.[Ca+2]
HJNZCOUKMKBKLV-CNZCJKERSA-N,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
JPPWVBDKJMFGNI-VKPVFPLHSA-N,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O.CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
GIRQUEZTDUZNPE-GQKVEGPNSA-N,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O
GPNFRRPXCRWXHN-MNSAWQCASA-L,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Sr+2]
FQCKMBLVYCEXJB-MNSAWQCASA-L,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2]
SYOKIDBDQMKNDQ-XWTIBIIYSA-N,C1C[C@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N
SYOKIDBDQMKNDQ-JULPFRMLSA-N,C1C[C@@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N
LXBIFEVIBLOUGU-JGWLITMVSA-N,C1[C@@H]([C@H]([C@@H]([C@H](N1)CO)O)O)O
LXBIFEVIBLOUGU-DPYQTVNSSA-N,C1[C@@H]([C@H]([C@H]([C@H](N1)CO)O)O)O
LXBIFEVIBLOUGU-CLEROBSHSA-N,C1[C@@H](C([C@@H](C(N1)CO)O)O)O
KCFYEAOKVJSACF-UHFFFAOYSA-N,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=CC=C3
KHPKQFYUPIUARC-UHFFFAOYSA-N,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O
LGGDLPSXAGQFSG-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=C(N=C(S2)NC(=O)C3=CC(=C(C=C3)O)O)C4=CC(=C(C=C4)O)O
GXQCVUZORDAARJ-UHFFFAOYSA-N,C1=CC(=CC=C1CN2C3=C(C=C(C=C3)C(F)(F)F)N=C2N)Cl
VRORTNGXAKZJML-UHFFFAOYSA-N,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CCC(=O)O)I)I)O
PMXCMJLOPOFPBT-HNNXBMFYSA-N,CC(C)[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=CC=C3)Cl
VLEUZFDZJKSGMX-ONEGZZNKSA-N,COC1=CC(=CC(=C1)/C=C/C2=CC=C(C=C2)O)OC
